Seq_720_LinJ.23,,,,,,,,,
Seq_721_LinJ.23,,,,,,,,,
Seq_722_LinJ.23,Seq_739_LinJ.23,,,,,,,,
Seq_723_LinJ.23,,,,,,,,,
Seq_724_LinJ.23,Seq_729_LinJ.23,Seq_733_LinJ.23,,,,,,,
Seq_725_LinJ.23,Seq_728_LinJ.23,Seq_732_LinJ.23,,,,,,,
Seq_726_LinJ.23,Seq_727_LinJ.23,Seq_731_LinJ.23,,,,,,,
Seq_730_LinJ.23,Seq_734_LinJ.23,,,,,,,,
Seq_735_LinJ.23,Seq_736_LinJ.23,,,,,,,,
Seq_737_LinJ.23,Seq_741_LinJ.23,Seq_742_LinJ.23,Seq_743_LinJ.23,Seq_743_LinJ.23,,,,,
Seq_738_LinJ.23,,,,,,,,,
Seq_740_LinJ.23,,,,,,,,,
Seq_736_LinJ.23,Seq_737_LinJ.23,Seq_737_LinJ.23,Seq_741_LinJ.23,Seq_741_LinJ.23,Seq_742_LinJ.23,Seq_742_LinJ.23,Seq_743_LinJ.23,Seq_743_LinJ.23,Seq_743_LinJ.23
Seq_744_LinJ.23,,,,,,,,,
Seq_745_LinJ.23,Seq_747_LinJ.23,,,,,,,,
Seq_746_LinJ.23,Seq_750_LinJ.23,Seq_751_LinJ.23,Seq_752_LinJ.23,Seq_757_LinJ.23,Seq_768_LinJ.23,,,,
Seq_748_LinJ.23,,,,,,,,,
Seq_749_LinJ.23,,,,,,,,,
Seq_746_LinJ.23,Seq_750_LinJ.23,Seq_751_LinJ.23,Seq_752_LinJ.23,Seq_757_LinJ.23,,,,,
Seq_753_LinJ.23,,,,,,,,,
Seq_754_LinJ.23,Seq_755_LinJ.23,,,,,,,,
Seq_756_LinJ.23,Seq_758_LinJ.23,Seq_759_LinJ.23,Seq_760_LinJ.23,Seq_761_LinJ.23,Seq_762_LinJ.23,Seq_763_LinJ.23,Seq_764_LinJ.23,Seq_765_LinJ.23,
Seq_766_LinJ.23,,,,,,,,,
Seq_767_LinJ.23,Seq_769_LinJ.23,Seq_770_LinJ.23,Seq_771_LinJ.23,Seq_772_LinJ.23,Seq_773_LinJ.23,Seq_774_LinJ.23,Seq_775_LinJ.23,Seq_776_LinJ.23,
Seq_746_LinJ.23,Seq_751_LinJ.23,Seq_768_LinJ.23,,,,,,,
Seq_777_LinJ.23,,,,,,,,,
Seq_778_LinJ.23,Seq_779_LinJ.23,Seq_780_LinJ.23,,,,,,,
Seq_781_LinJ.23,Seq_785_LinJ.23,,,,,,,,
Seq_782_LinJ.23,Seq_783_LinJ.23,Seq_784_LinJ.23,,,,,,,
Seq_786_LinJ.23,,,,,,,,,
Seq_787_LinJ.23,,,,,,,,,
