qseqid,sseqid,pident,length,qstart,qend,sstart,send,evalue,bitscore,qlen,slen
Seq_630_LinJ.34,LinJ.34,100.0,616,1,616,1424491,1425106,0.0,1138.0,616,1852095
Seq_630_LinJ.34,LinJ.34,96.8,250,1,250,1375794,1376042,7.480000000000001e-116,416.0,616,1852095
Seq_630_LinJ.34,LinJ.34,96.8,250,1,250,1395404,1395652,7.480000000000001e-116,416.0,616,1852095
Seq_630_LinJ.34,LinJ.34,97.845,232,1,232,1356230,1356461,2.1e-111,401.0,616,1852095
Seq_630_LinJ.34,LinJ.34,99.539,217,1,217,1383359,1383575,9.75e-110,396.0,616,1852095
Seq_630_LinJ.34,LinJ.34,99.539,217,1,217,1363750,1363966,9.75e-110,396.0,616,1852095
Seq_630_LinJ.34,LinJ.34,99.539,217,1,217,1402967,1403183,9.75e-110,396.0,616,1852095
Seq_630_LinJ.34,LinJ.20,92.105,38,85,122,281407,281444,6.76e-07,54.7,616,731244
Seq_630_LinJ.34,LinJ.20,92.105,38,85,122,301977,302014,6.76e-07,54.7,616,731244
Seq_630_LinJ.34,LinJ.20,83.333,60,65,122,216150,216207,2.43e-06,52.8,616,731244
Seq_630_LinJ.34,LinJ.36,75.0,128,1,121,1541257,1541381,8.75e-06,51.0,616,2743073
Seq_630_LinJ.34,LinJ.07,89.474,38,85,122,465153,465190,3.15e-05,49.1,616,592866
Seq_630_LinJ.34,LinJ.07,89.474,38,85,122,448091,448128,3.15e-05,49.1,616,592866
Seq_630_LinJ.34,LinJ.07,89.474,38,85,122,457685,457722,3.15e-05,49.1,616,592866
Seq_630_LinJ.34,LinJ.30,80.328,61,62,122,1292450,1292510,0.000113,47.3,616,1353302
Seq_630_LinJ.34,LinJ.30,80.328,61,62,122,1287330,1287390,0.000113,47.3,616,1353302
Seq_630_LinJ.34,LinJ.22,83.673,49,75,122,717319,717367,0.000407,45.4,616,782154
Seq_630_LinJ.34,LinJ.17,93.333,30,91,120,63477,63448,0.000407,45.4,616,690898
Seq_630_LinJ.34,LinJ.22,83.673,49,75,122,648481,648433,0.000407,45.4,616,782154
Seq_630_LinJ.34,LinJ.06,88.571,35,91,125,450742,450708,0.001,43.6,616,525234
Seq_630_LinJ.34,LinJ.31,86.842,38,85,122,150638,150601,0.001,43.6,616,1529246
Seq_630_LinJ.34,LinJ.18,96.0,25,101,125,17133,17109,0.005,41.7,616,720431
Seq_630_LinJ.34,LinJ.31,80.769,52,67,118,633925,633874,0.005,41.7,616,1529246
Seq_630_LinJ.34,LinJ.13,100.0,22,101,122,170595,170616,0.005,41.7,616,659814
Seq_630_LinJ.34,LinJ.31,80.769,52,67,118,647760,647709,0.005,41.7,616,1529246
Seq_630_LinJ.34,LinJ.13,100.0,22,101,122,146235,146256,0.005,41.7,616,659814
Seq_630_LinJ.34,LinJ.13,96.0,25,101,125,82497,82473,0.005,41.7,616,659814
Seq_630_LinJ.34,LinJ.13,100.0,22,101,122,59091,59112,0.005,41.7,616,659814
Seq_630_LinJ.34,LinJ.31,86.486,37,86,122,1042936,1042900,0.005,41.7,616,1529246
Seq_630_LinJ.34,LinJ.01,79.661,59,62,119,40077,40019,0.005,41.7,616,278267
Seq_630_LinJ.34,LinJ.18,96.0,25,101,125,78275,78251,0.005,41.7,616,720431
Seq_630_LinJ.34,LinJ.31,80.769,52,67,118,631269,631218,0.005,41.7,616,1529246
Seq_630_LinJ.34,LinJ.28,90.323,31,42,71,1090602,1090572,0.019,39.9,616,1205031
Seq_630_LinJ.34,LinJ.08,90.0,30,93,122,302024,302053,0.019,39.9,616,515747
Seq_630_LinJ.34,LinJ.08,90.0,30,93,122,291779,291808,0.019,39.9,616,515747
Seq_630_LinJ.34,LinJ.23,95.833,24,99,122,190999,190976,0.019,39.9,616,786683
Seq_630_LinJ.34,LinJ.08,90.0,30,93,122,297396,297425,0.019,39.9,616,515747
Seq_630_LinJ.34,LinJ.08,90.0,30,93,122,311233,311262,0.019,39.9,616,515747
Seq_630_LinJ.34,LinJ.28,90.323,31,42,71,1087013,1086983,0.019,39.9,616,1205031
Seq_630_LinJ.34,LinJ.28,90.323,31,42,71,1083425,1083395,0.019,39.9,616,1205031
Seq_630_LinJ.34,LinJ.28,90.323,31,42,71,1094190,1094160,0.019,39.9,616,1205031
Seq_630_LinJ.34,LinJ.28,90.323,31,42,71,1112137,1112107,0.019,39.9,616,1205031
Seq_630_LinJ.34,LinJ.28,90.323,31,42,71,1108545,1108515,0.019,39.9,616,1205031
Seq_630_LinJ.34,LinJ.08,90.0,30,93,122,306649,306678,0.019,39.9,616,515747
Seq_630_LinJ.34,LinJ.08,90.0,30,93,122,315753,315782,0.019,39.9,616,515747
Seq_630_LinJ.34,LinJ.24,79.31,58,68,122,646018,645962,0.068,38.1,616,863815
Seq_630_LinJ.34,LinJ.24,79.31,58,68,122,616475,616531,0.068,38.1,616,863815
Seq_630_LinJ.34,LinJ.07,85.714,35,86,120,303917,303951,0.068,38.1,616,592866
Seq_630_LinJ.34,LinJ.35,81.25,48,75,121,1665145,1665191,0.068,38.1,616,2019672
Seq_630_LinJ.34,LinJ.07,85.714,35,86,120,214028,214062,0.068,38.1,616,592866
Seq_630_LinJ.34,LinJ.35,81.25,48,75,121,1640137,1640183,0.068,38.1,616,2019672
Seq_630_LinJ.34,LinJ.28,88.235,34,42,74,1101369,1101339,0.068,38.1,616,1205031
Seq_630_LinJ.34,LinJ.24,79.31,58,68,122,539314,539370,0.068,38.1,616,863815
Seq_630_LinJ.34,LinJ.27,79.592,49,75,123,473938,473986,0.24,36.2,616,1175412
Seq_630_LinJ.34,LinJ.27,92.0,25,99,123,440200,440176,0.24,36.2,616,1175412
Seq_630_LinJ.34,LinJ.33,83.784,37,75,111,227984,227948,0.24,36.2,616,1532318
Seq_630_LinJ.34,LinJ.17,80.0,50,74,122,306094,306046,0.24,36.2,616,690898
Seq_630_LinJ.34,LinJ.27,92.0,25,99,123,464276,464252,0.24,36.2,616,1175412
Seq_630_LinJ.34,LinJ.33,83.784,37,75,111,172484,172448,0.24,36.2,616,1532318
Seq_630_LinJ.34,LinJ.33,83.784,37,75,111,168290,168254,0.24,36.2,616,1532318
Seq_630_LinJ.34,LinJ.13,95.455,22,101,122,216232,216253,0.24,36.2,616,659814
Seq_630_LinJ.34,LinJ.13,92.0,25,101,125,262178,262154,0.24,36.2,616,659814
Seq_630_LinJ.34,LinJ.28,87.097,31,42,71,1104957,1104928,0.88,34.4,616,1205031
Seq_630_LinJ.34,LinJ.31,91.667,24,99,122,98970,98947,0.88,34.4,616,1529246
Seq_630_LinJ.34,LinJ.28,87.097,31,42,71,1097775,1097746,0.88,34.4,616,1205031
Seq_630_LinJ.34,LinJ.22,91.667,24,99,122,62559,62536,0.88,34.4,616,782154
Seq_630_LinJ.34,LinJ.22,89.286,28,191,217,361069,361095,0.88,34.4,616,782154
Seq_630_LinJ.34,LinJ.07,100.0,18,268,285,267572,267589,0.88,34.4,616,592866
Seq_630_LinJ.34,LinJ.27,95.238,21,380,400,976495,976515,0.88,34.4,616,1175412
Seq_630_LinJ.34,LinJ.25,84.848,33,85,117,1703,1671,0.88,34.4,616,895083
Seq_630_LinJ.34,LinJ.36,100.0,18,32,49,1369251,1369234,0.88,34.4,616,2743073
Seq_630_LinJ.34,LinJ.36,78.571,56,109,161,1588228,1588283,0.88,34.4,616,2743073
Seq_630_LinJ.34,LinJ.19,76.712,73,52,121,113585,113652,0.88,34.4,616,706124
Seq_630_LinJ.34,LinJ.14,92.0,25,521,545,253919,253896,0.88,34.4,616,656132
Seq_630_LinJ.34,LinJ.19,76.712,73,52,121,109082,109149,0.88,34.4,616,706124
Seq_630_LinJ.34,LinJ.25,84.848,33,85,117,82294,82262,0.88,34.4,616,895083
Seq_630_LinJ.34,LinJ.25,84.848,33,85,117,30431,30399,0.88,34.4,616,895083
Seq_630_LinJ.34,LinJ.32,79.545,44,78,121,772420,772377,3.2,32.5,616,1544760
Seq_630_LinJ.34,LinJ.31,88.462,26,93,118,586611,586586,3.2,32.5,616,1529246
Seq_630_LinJ.34,LinJ.13,88.462,26,35,60,418467,418442,3.2,32.5,616,659814
Seq_630_LinJ.34,LinJ.34,79.592,49,73,118,206424,206471,3.2,32.5,616,1852095
Seq_630_LinJ.34,LinJ.34,79.592,49,73,118,209792,209839,3.2,32.5,616,1852095
Seq_630_LinJ.34,LinJ.22,95.0,20,144,163,62401,62382,3.2,32.5,616,782154
Seq_630_LinJ.34,LinJ.18,100.0,17,34,50,169359,169375,3.2,32.5,616,720431
Seq_630_LinJ.34,LinJ.28,81.579,38,85,122,201176,201139,3.2,32.5,616,1205031
Seq_630_LinJ.34,LinJ.28,100.0,17,4,20,140967,140951,3.2,32.5,616,1205031
Seq_630_LinJ.34,LinJ.09,95.238,21,84,104,500458,500477,3.2,32.5,616,581924
Seq_630_LinJ.34,LinJ.09,78.431,51,144,194,42814,42863,3.2,32.5,616,581924
Seq_630_LinJ.34,LinJ.12,88.889,27,1,27,31683,31707,3.2,32.5,616,593475
Seq_630_LinJ.34,LinJ.34,79.592,49,73,118,202828,202875,3.2,32.5,616,1852095
Seq_630_LinJ.34,LinJ.29,95.0,20,381,400,1037399,1037418,3.2,32.5,616,1272419
Seq_630_LinJ.34,LinJ.32,79.545,44,78,121,817543,817500,3.2,32.5,616,1544760
