qseqid,sseqid,pident,length,qstart,qend,sstart,send,evalue,bitscore,qlen,slen
Seq_310_LinJ.26,LinJ.26,100.0,213,1,213,662272,662484,1.13e-109,394.0,213,1055293
Seq_310_LinJ.26,LinJ.26,93.925,214,1,213,726562,726775,5.39e-88,322.0,213,1055293
Seq_310_LinJ.26,LinJ.26,86.585,82,133,213,955408,955489,5.95e-18,89.8,213,1055293
Seq_310_LinJ.26,LinJ.22,86.0,50,7,55,35955,35907,7.8e-07,52.8,213,782154
Seq_310_LinJ.26,LinJ.36,92.0,25,87,109,2405626,2405602,0.28,34.4,213,2743073
Seq_310_LinJ.26,LinJ.31,89.286,28,133,159,1049215,1049241,0.28,34.4,213,1529246
Seq_310_LinJ.26,LinJ.29,100.0,18,72,89,456060,456043,0.28,34.4,213,1272419
Seq_310_LinJ.26,LinJ.26,100.0,17,193,209,906592,906608,1.0,32.5,213,1055293
Seq_310_LinJ.26,LinJ.10,91.304,23,139,161,511837,511815,1.0,32.5,213,588579
Seq_310_LinJ.26,LinJ.36,84.375,32,130,161,1838824,1838855,1.0,32.5,213,2743073
Seq_310_LinJ.26,LinJ.34,95.0,20,1,20,883875,883856,1.0,32.5,213,1852095
Seq_310_LinJ.26,LinJ.28,95.0,20,6,25,47094,47113,1.0,32.5,213,1205031
Seq_310_LinJ.26,LinJ.10,100.0,17,7,23,436173,436189,1.0,32.5,213,588579
Seq_310_LinJ.26,LinJ.05,95.0,20,188,207,450851,450832,1.0,32.5,213,467714
Seq_310_LinJ.26,LinJ.29,88.0,25,153,177,1125327,1125303,3.7,30.7,213,1272419
Seq_310_LinJ.26,LinJ.36,94.737,19,122,140,1057841,1057823,3.7,30.7,213,2743073
Seq_310_LinJ.26,LinJ.28,100.0,16,133,148,971069,971054,3.7,30.7,213,1205031
Seq_310_LinJ.26,LinJ.10,90.909,22,130,151,134039,134018,3.7,30.7,213,588579
Seq_310_LinJ.26,LinJ.05,100.0,16,145,160,90447,90462,3.7,30.7,213,467714
Seq_310_LinJ.26,LinJ.33,91.304,23,188,209,47496,47474,3.7,30.7,213,1532318
Seq_310_LinJ.26,LinJ.33,94.737,19,41,59,555167,555149,3.7,30.7,213,1532318
Seq_310_LinJ.26,LinJ.32,100.0,16,142,157,185419,185434,3.7,30.7,213,1544760
Seq_310_LinJ.26,LinJ.32,94.737,19,191,209,188772,188754,3.7,30.7,213,1544760
Seq_310_LinJ.26,LinJ.32,84.375,32,182,211,266831,266862,3.7,30.7,213,1544760
Seq_310_LinJ.26,LinJ.30,94.737,19,128,146,1198,1216,3.7,30.7,213,1353302
Seq_310_LinJ.26,LinJ.21,94.737,19,103,121,286301,286319,3.7,30.7,213,764861
Seq_310_LinJ.26,LinJ.18,91.304,23,137,159,176682,176661,3.7,30.7,213,720431
Seq_310_LinJ.26,LinJ.15,100.0,16,168,183,430834,430849,3.7,30.7,213,650324
Seq_310_LinJ.26,LinJ.13,86.207,29,133,161,20957,20930,3.7,30.7,213,659814
Seq_310_LinJ.26,LinJ.12,94.737,19,50,68,311598,311580,3.7,30.7,213,593475
Seq_310_LinJ.26,LinJ.09,94.737,19,85,103,162023,162005,3.7,30.7,213,581924
Seq_310_LinJ.26,LinJ.06,94.737,19,142,160,204321,204339,3.7,30.7,213,525234
