qseqid,sseqid,pident,length,qstart,qend,sstart,send,evalue,bitscore,qlen,slen
Seq_39_LinJ.06,LinJ.06,100.0,552,1,552,62446,62997,0.0,1020.0,552,525234
Seq_39_LinJ.06,LinJ.09,82.432,74,27,100,247598,247527,1e-09,63.9,552,581924
Seq_39_LinJ.06,LinJ.02,77.57,107,1,104,73842,73946,1.3e-08,60.2,552,356299
Seq_39_LinJ.06,LinJ.02,77.57,107,1,104,123249,123353,1.3e-08,60.2,552,356299
Seq_39_LinJ.06,LinJ.23,75.61,123,1,123,677014,677134,1.3e-08,60.2,552,786683
Seq_39_LinJ.06,LinJ.35,92.683,41,4,44,1872456,1872496,1.3e-08,60.2,552,2019672
Seq_39_LinJ.06,LinJ.36,77.451,102,2,101,985533,985436,1.68e-07,56.5,552,2743073
Seq_39_LinJ.06,LinJ.36,77.451,102,2,101,1031008,1031105,1.68e-07,56.5,552,2743073
Seq_39_LinJ.06,LinJ.22,77.228,101,2,100,262888,262986,1.68e-07,56.5,552,782154
Seq_39_LinJ.06,LinJ.27,79.268,82,20,100,750282,750203,6.03e-07,54.7,552,1175412
Seq_39_LinJ.06,LinJ.02,76.636,107,1,104,119095,119199,6.03e-07,54.7,552,356299
Seq_39_LinJ.06,LinJ.17,76.471,102,67,165,458989,458890,7.8e-06,51.0,552,690898
Seq_39_LinJ.06,LinJ.27,78.947,76,25,100,814461,814534,7.8e-06,51.0,552,1175412
Seq_39_LinJ.06,LinJ.31,79.452,73,92,164,442215,442286,7.8e-06,51.0,552,1529246
Seq_39_LinJ.06,LinJ.31,79.452,73,92,164,462323,462394,7.8e-06,51.0,552,1529246
Seq_39_LinJ.06,LinJ.36,78.313,83,16,97,1602636,1602556,7.8e-06,51.0,552,2743073
Seq_39_LinJ.06,LinJ.35,76.923,91,97,186,1376764,1376851,2.81e-05,49.1,552,2019672
Seq_39_LinJ.06,LinJ.16,74.419,129,37,164,612621,612742,2.81e-05,49.1,552,688184
Seq_39_LinJ.06,LinJ.35,76.923,91,97,186,1346630,1346543,2.81e-05,49.1,552,2019672
Seq_39_LinJ.06,LinJ.14,83.019,53,48,100,430479,430429,0.000101,47.3,552,656132
