qseqid,sseqid,pident,length,qstart,qend,sstart,send,evalue,bitscore,qlen,slen
Seq_675_LinJ.36,LinJ.36,100.0,434,1,434,513551,513984,0.0,802.0,434,2743073
Seq_675_LinJ.36,LinJ.36,99.301,429,6,434,572170,571742,0.0,776.0,434,2743073
Seq_675_LinJ.36,LinJ.36,98.848,434,1,434,600176,599743,0.0,774.0,434,2743073
Seq_675_LinJ.36,LinJ.36,99.068,429,6,434,581683,581255,0.0,771.0,434,2743073
Seq_675_LinJ.36,LinJ.36,98.12,266,7,271,495355,495090,6.56e-130,462.0,434,2743073
Seq_675_LinJ.36,LinJ.19,75.455,220,215,432,623912,624122,7.67e-20,97.1,434,706124
Seq_675_LinJ.36,LinJ.19,75.455,220,215,432,609454,609244,7.67e-20,97.1,434,706124
Seq_675_LinJ.36,LinJ.19,75.455,220,215,432,673937,673727,7.67e-20,97.1,434,706124
Seq_675_LinJ.36,LinJ.19,75.455,220,215,432,665768,665978,7.67e-20,97.1,434,706124
Seq_675_LinJ.36,LinJ.35,82.558,86,314,398,1374769,1374685,3.59e-13,75.0,434,2019672
Seq_675_LinJ.36,LinJ.36,100.0,39,233,271,493637,493675,1.29e-12,73.1,434,2743073
Seq_675_LinJ.36,LinJ.29,75.0,172,263,430,950566,950401,4.65e-12,71.3,434,1272419
Seq_675_LinJ.36,LinJ.35,81.928,83,314,395,1347792,1347873,1.67e-11,69.4,434,2019672
Seq_675_LinJ.36,LinJ.35,81.395,86,314,398,1410531,1410447,1.67e-11,69.4,434,2019672
Seq_675_LinJ.36,LinJ.35,81.928,83,314,395,1522333,1522414,1.67e-11,69.4,434,2019672
Seq_675_LinJ.36,LinJ.35,81.928,83,314,395,1506581,1506662,1.67e-11,69.4,434,2019672
Seq_675_LinJ.36,LinJ.35,81.928,83,314,395,1331054,1331135,1.67e-11,69.4,434,2019672
Seq_675_LinJ.36,LinJ.30,75.0,156,281,434,780248,780097,6.01e-11,67.6,434,1353302
Seq_675_LinJ.36,LinJ.08,75.833,120,314,432,65476,65593,3.62e-08,58.4,434,515747
Seq_675_LinJ.36,LinJ.31,73.548,155,281,434,918521,918370,1.3e-07,56.5,434,1529246
Seq_675_LinJ.36,LinJ.36,72.785,158,278,434,1675916,1676070,6.06e-06,51.0,434,2743073
Seq_675_LinJ.36,LinJ.36,72.785,158,278,434,1696578,1696732,6.06e-06,51.0,434,2743073
Seq_675_LinJ.36,LinJ.18,75.439,114,318,429,608179,608287,2.18e-05,49.1,434,720431
Seq_675_LinJ.36,LinJ.26,73.381,139,282,420,511744,511879,2.18e-05,49.1,434,1055293
Seq_675_LinJ.36,LinJ.18,75.701,107,318,422,468328,468430,2.18e-05,49.1,434,720431
Seq_675_LinJ.36,LinJ.09,74.576,118,285,400,42350,42464,7.83e-05,47.3,434,581924
Seq_675_LinJ.36,LinJ.24,72.258,155,281,434,539038,539189,0.000282,45.4,434,863815
Seq_675_LinJ.36,LinJ.24,72.258,155,281,434,616199,616350,0.000282,45.4,434,863815
Seq_675_LinJ.36,LinJ.24,72.258,155,281,434,646294,646143,0.000282,45.4,434,863815
Seq_675_LinJ.36,LinJ.18,75.229,109,318,422,435403,435301,0.001,43.6,434,720431
Seq_675_LinJ.36,LinJ.14,76.829,82,315,395,622278,622357,0.001,43.6,434,656132
Seq_675_LinJ.36,LinJ.33,92.857,28,407,434,168443,168416,0.004,41.7,434,1532318
Seq_675_LinJ.36,LinJ.29,72.794,136,301,434,805120,804989,0.004,41.7,434,1272419
Seq_675_LinJ.36,LinJ.29,72.794,136,301,434,799049,798918,0.004,41.7,434,1272419
Seq_675_LinJ.36,LinJ.33,92.857,28,407,434,172637,172610,0.004,41.7,434,1532318
Seq_675_LinJ.36,LinJ.33,92.857,28,407,434,228137,228110,0.004,41.7,434,1532318
Seq_675_LinJ.36,LinJ.29,72.794,136,301,434,810254,810123,0.004,41.7,434,1272419
