Seq_1538_LinJ.34,,,,,,,,,,,,,,,
Seq_1539_LinJ.34,Seq_1540_LinJ.34,Seq_1541_LinJ.34,Seq_1542_LinJ.34,Seq_1543_LinJ.34,,,,,,,,,,,
Seq_1544_LinJ.34,,,,,,,,,,,,,,,
Seq_1545_LinJ.34,,,,,,,,,,,,,,,
Seq_1546_LinJ.34,Seq_1547_LinJ.34,Seq_1548_LinJ.34,,,,,,,,,,,,,
Seq_1546_LinJ.34,Seq_1547_LinJ.34,Seq_1549_LinJ.34,,,,,,,,,,,,,
Seq_1555_LinJ.34,,,,,,,,,,,,,,,
Seq_1557_LinJ.34,,,,,,,,,,,,,,,
Seq_1558_LinJ.34,,,,,,,,,,,,,,,
Seq_1560_LinJ.34,,,,,,,,,,,,,,,
Seq_1561_LinJ.34,,,,,,,,,,,,,,,
Seq_1559_LinJ.34,Seq_1562_LinJ.34,Seq_1563_LinJ.34,Seq_1564_LinJ.34,Seq_1565_LinJ.34,Seq_1566_LinJ.34,Seq_1568_LinJ.34,Seq_1569_LinJ.34,Seq_1570_LinJ.34,,,,,,,
Seq_1578_LinJ.34,Seq_1580_LinJ.34,Seq_1581_LinJ.34,,,,,,,,,,,,,
Seq_1550_LinJ.34,Seq_1551_LinJ.34,Seq_1582_LinJ.34,,,,,,,,,,,,,
Seq_1584_LinJ.34,,,,,,,,,,,,,,,
Seq_1585_LinJ.34,,,,,,,,,,,,,,,
Seq_1586_LinJ.34,Seq_1587_LinJ.34,Seq_1589_LinJ.34,,,,,,,,,,,,,
Seq_1588_LinJ.34,,,,,,,,,,,,,,,
Seq_1590_LinJ.34,Seq_1672_LinJ.34,,,,,,,,,,,,,,
Seq_1591_LinJ.34,,,,,,,,,,,,,,,
Seq_1592_LinJ.34,,,,,,,,,,,,,,,
Seq_1596_LinJ.34,Seq_1597_LinJ.34,Seq_1603_LinJ.34,Seq_1606_LinJ.34,,,,,,,,,,,,
Seq_1598_LinJ.34,Seq_1600_LinJ.34,Seq_1601_LinJ.34,Seq_1604_LinJ.34,,,,,,,,,,,,
Seq_1602_LinJ.34,,,,,,,,,,,,,,,
Seq_1607_LinJ.34,,,,,,,,,,,,,,,
Seq_1609_LinJ.34,Seq_1611_LinJ.34,Seq_1616_LinJ.34,,,,,,,,,,,,,
Seq_1610_LinJ.34,Seq_1612_LinJ.34,Seq_1617_LinJ.34,,,,,,,,,,,,,
Seq_1613_LinJ.34,,,,,,,,,,,,,,,
Seq_1608_LinJ.34,Seq_1614_LinJ.34,Seq_1615_LinJ.34,Seq_1619_LinJ.34,Seq_1620_LinJ.34,,,,,,,,,,,
Seq_1618_LinJ.34,,,,,,,,,,,,,,,
Seq_1621_LinJ.34,Seq_1623_LinJ.34,Seq_1627_LinJ.34,,,,,,,,,,,,,
Seq_1624_LinJ.34,,,,,,,,,,,,,,,
Seq_1629_LinJ.34,,,,,,,,,,,,,,,
Seq_1631_LinJ.34,Seq_1632_LinJ.34,Seq_1633_LinJ.34,Seq_1634_LinJ.34,Seq_1635_LinJ.34,Seq_1636_LinJ.34,Seq_1637_LinJ.34,,,,,,,,,
Seq_1638_LinJ.34,Seq_1639_LinJ.34,Seq_1640_LinJ.34,Seq_1641_LinJ.34,,,,,,,,,,,,
Seq_1642_LinJ.34,,,,,,,,,,,,,,,
Seq_1643_LinJ.34,Seq_1646_LinJ.34,Seq_1647_LinJ.34,Seq_1651_LinJ.34,Seq_1652_LinJ.34,Seq_1656_LinJ.34,Seq_1660_LinJ.34,,,,,,,,,
Seq_1644_LinJ.34,,,,,,,,,,,,,,,
Seq_1645_LinJ.34,Seq_1650_LinJ.34,Seq_1655_LinJ.34,,,,,,,,,,,,,
Seq_1648_LinJ.34,Seq_1653_LinJ.34,,,,,,,,,,,,,,
Seq_1649_LinJ.34,Seq_1654_LinJ.34,,,,,,,,,,,,,,
Seq_1657_LinJ.34,Seq_1658_LinJ.34,Seq_1659_LinJ.34,Seq_1661_LinJ.34,Seq_1662_LinJ.34,,,,,,,,,,,
Seq_1663_LinJ.34,Seq_1668_LinJ.34,,,,,,,,,,,,,,
Seq_1664_LinJ.34,Seq_1665_LinJ.34,,,,,,,,,,,,,,
Seq_1666_LinJ.34,,,,,,,,,,,,,,,
Seq_1667_LinJ.34,,,,,,,,,,,,,,,
Seq_1669_LinJ.34,,,,,,,,,,,,,,,
Seq_1670_LinJ.34,,,,,,,,,,,,,,,
Seq_1671_LinJ.34,,,,,,,,,,,,,,,
Seq_1673_LinJ.34,Seq_1675_LinJ.34,,,,,,,,,,,,,,
Seq_1674_LinJ.34,,,,,,,,,,,,,,,
Seq_1676_LinJ.34,,,,,,,,,,,,,,,
Seq_1677_LinJ.34,Seq_1678_LinJ.34,,,,,,,,,,,,,,
Seq_1679_LinJ.34,,,,,,,,,,,,,,,
Seq_1680_LinJ.34,Seq_1681_LinJ.34,Seq_1683_LinJ.34,,,,,,,,,,,,,
Seq_1682_LinJ.34,,,,,,,,,,,,,,,
R,e,p,e,a,t,e,d, ,v,a,l,u,e,s,:
Seq_1546_LinJ.34,2,Seq_1547_LinJ.34,2,,,,,,,,,,,,
