Seq_905_LinJ.25,Seq_907_LinJ.25,Seq_911_LinJ.25,,,,,
Seq_906_LinJ.25,Seq_909_LinJ.25,Seq_910_LinJ.25,,,,,
Seq_908_LinJ.25,,,,,,,
Seq_912_LinJ.25,,,,,,,
Seq_913_LinJ.25,Seq_914_LinJ.25,Seq_915_LinJ.25,,,,,
Seq_916_LinJ.25,,,,,,,
Seq_917_LinJ.25,Seq_918_LinJ.25,,,,,,
Seq_919_LinJ.25,,,,,,,
Seq_920_LinJ.25,,,,,,,
Seq_921_LinJ.25,Seq_922_LinJ.25,,,,,,
Seq_923_LinJ.25,Seq_925_LinJ.25,,,,,,
Seq_924_LinJ.25,Seq_926_LinJ.25,Seq_927_LinJ.25,Seq_928_LinJ.25,Seq_929_LinJ.25,Seq_931_LinJ.25,Seq_932_LinJ.25,Seq_933_LinJ.25
Seq_930_LinJ.25,,,,,,,
Seq_934_LinJ.25,Seq_935_LinJ.25,,,,,,
Seq_936_LinJ.25,Seq_938_LinJ.25,Seq_939_LinJ.25,Seq_940_LinJ.25,Seq_941_LinJ.25,Seq_942_LinJ.25,,
Seq_937_LinJ.25,Seq_944_LinJ.25,,,,,,
Seq_943_LinJ.25,,,,,,,
Seq_945_LinJ.25,,,,,,,
