qseqid,sseqid,pident,length,qstart,qend,sstart,send,evalue,bitscore,qlen,slen
Seq_302_LinJ.26,LinJ.26,100.0,1000,1,1000,557327,558326,0.0,1847.0,1000,1055293
Seq_302_LinJ.26,LinJ.25,89.286,28,799,826,147076,147049,0.4,36.2,1000,895083
Seq_302_LinJ.26,LinJ.21,92.0,25,871,895,330460,330484,0.4,36.2,1000,764861
Seq_302_LinJ.26,LinJ.15,95.455,22,141,162,247214,247193,0.4,36.2,1000,650324
Seq_302_LinJ.26,LinJ.13,92.308,26,309,334,188906,188930,0.4,36.2,1000,659814
Seq_302_LinJ.26,LinJ.36,85.714,35,53,84,1506229,1506195,1.5,34.4,1000,2743073
Seq_302_LinJ.26,LinJ.32,91.667,24,498,521,1015784,1015807,1.5,34.4,1000,1544760
Seq_302_LinJ.26,LinJ.33,100.0,18,772,789,641974,641957,1.5,34.4,1000,1532318
Seq_302_LinJ.26,LinJ.28,95.238,21,305,325,945617,945637,1.5,34.4,1000,1205031
Seq_302_LinJ.26,LinJ.31,88.889,27,631,657,1390825,1390851,1.5,34.4,1000,1529246
Seq_302_LinJ.26,LinJ.03,89.655,29,419,444,96633,96661,1.5,34.4,1000,389657
Seq_302_LinJ.26,LinJ.14,100.0,18,466,483,582550,582533,1.5,34.4,1000,656132
Seq_302_LinJ.26,LinJ.11,86.667,30,430,459,102776,102805,1.5,34.4,1000,568611
Seq_302_LinJ.26,LinJ.05,89.286,28,342,369,236358,236384,1.5,34.4,1000,467714
Seq_302_LinJ.26,LinJ.36,95.0,20,617,636,1811793,1811774,5.2,32.5,1000,2743073
Seq_302_LinJ.26,LinJ.36,91.667,24,40,62,1253401,1253378,5.2,32.5,1000,2743073
Seq_302_LinJ.26,LinJ.28,95.0,20,569,588,98626,98607,5.2,32.5,1000,1205031
Seq_302_LinJ.26,LinJ.32,88.889,27,134,160,745691,745715,5.2,32.5,1000,1544760
Seq_302_LinJ.26,LinJ.33,100.0,17,24,40,1167793,1167777,5.2,32.5,1000,1532318
Seq_302_LinJ.26,LinJ.32,100.0,17,728,744,519157,519141,5.2,32.5,1000,1544760
Seq_302_LinJ.26,LinJ.28,95.0,20,16,35,916681,916662,5.2,32.5,1000,1205031
Seq_302_LinJ.26,LinJ.28,100.0,17,499,515,813824,813808,5.2,32.5,1000,1205031
Seq_302_LinJ.26,LinJ.28,91.667,24,137,159,572288,572310,5.2,32.5,1000,1205031
Seq_302_LinJ.26,LinJ.35,100.0,17,506,522,515662,515678,5.2,32.5,1000,2019672
Seq_302_LinJ.26,LinJ.35,95.0,20,855,874,736248,736229,5.2,32.5,1000,2019672
Seq_302_LinJ.26,LinJ.35,88.889,27,156,180,1838156,1838130,5.2,32.5,1000,2019672
Seq_302_LinJ.26,LinJ.29,88.889,27,211,237,224763,224739,5.2,32.5,1000,1272419
Seq_302_LinJ.26,LinJ.24,95.0,20,6,25,184547,184566,5.2,32.5,1000,863815
Seq_302_LinJ.26,LinJ.24,91.304,23,91,113,620560,620538,5.2,32.5,1000,863815
Seq_302_LinJ.26,LinJ.23,100.0,17,905,921,46790,46806,5.2,32.5,1000,786683
Seq_302_LinJ.26,LinJ.22,91.667,24,692,715,740446,740468,5.2,32.5,1000,782154
Seq_302_LinJ.26,LinJ.20,91.667,24,631,654,662770,662791,5.2,32.5,1000,731244
Seq_302_LinJ.26,LinJ.17,100.0,17,835,851,137362,137346,5.2,32.5,1000,690898
Seq_302_LinJ.26,LinJ.17,100.0,17,428,444,225355,225339,5.2,32.5,1000,690898
Seq_302_LinJ.26,LinJ.17,95.0,20,312,331,546143,546124,5.2,32.5,1000,690898
Seq_302_LinJ.26,LinJ.12,95.0,20,808,827,590030,590049,5.2,32.5,1000,593475
Seq_302_LinJ.26,LinJ.10,100.0,17,773,789,191944,191960,5.2,32.5,1000,588579
Seq_302_LinJ.26,LinJ.10,95.238,21,205,225,294741,294722,5.2,32.5,1000,588579
Seq_302_LinJ.26,LinJ.04,91.667,24,627,649,113975,113952,5.2,32.5,1000,466507
Seq_302_LinJ.26,LinJ.01,91.304,23,3,25,236685,236663,5.2,32.5,1000,278267
