qseqid,sseqid,pident,length,qstart,qend,sstart,send,evalue,bitscore,qlen,slen
Seq_711_LinJ.36,LinJ.36,100.0,642,1,642,2665095,2665736,0.0,1186.0,642,2743073
Seq_711_LinJ.36,LinJ.36,97.429,350,1,349,2634363,2634712,9.349999999999999e-170,595.0,642,2743073
Seq_711_LinJ.36,LinJ.36,99.377,321,1,321,2658148,2658468,7.28e-166,582.0,642,2743073
Seq_711_LinJ.36,LinJ.36,97.015,335,1,335,2692166,2692500,2.6400000000000002e-160,564.0,642,2743073
Seq_711_LinJ.36,LinJ.36,96.418,335,1,335,2707130,2707464,5.7100000000000006e-157,553.0,642,2743073
Seq_711_LinJ.36,LinJ.36,99.647,283,1,283,2648605,2648887,2.08e-146,518.0,642,2743073
Seq_711_LinJ.36,LinJ.36,98.125,160,1,160,2640609,2640768,1.07e-74,279.0,642,2743073
Seq_711_LinJ.36,LinJ.32,79.259,135,47,181,877827,877956,1.93e-17,89.8,642,1544760
Seq_711_LinJ.36,LinJ.32,79.259,135,47,181,886623,886752,1.93e-17,89.8,642,1544760
Seq_711_LinJ.36,LinJ.28,79.381,97,88,184,952386,952292,9.06e-11,67.6,642,1205031
Seq_711_LinJ.36,LinJ.28,79.381,97,88,184,947469,947375,9.06e-11,67.6,642,1205031
Seq_711_LinJ.36,LinJ.28,79.381,97,88,184,927448,927354,9.06e-11,67.6,642,1205031
Seq_711_LinJ.36,LinJ.14,78.431,102,87,188,613065,612967,1.17e-09,63.9,642,656132
Seq_711_LinJ.36,LinJ.14,78.431,102,87,188,558186,558088,1.17e-09,63.9,642,656132
Seq_711_LinJ.36,LinJ.14,78.431,102,87,188,588873,588971,1.17e-09,63.9,642,656132
Seq_711_LinJ.36,LinJ.14,78.431,102,87,188,584584,584486,1.17e-09,63.9,642,656132
Seq_711_LinJ.36,LinJ.14,78.431,102,87,188,581412,581314,1.17e-09,63.9,642,656132
Seq_711_LinJ.36,LinJ.30,80.0,90,108,195,479444,479359,4.22e-09,62.1,642,1353302
