qseqid,sseqid,pident,length,qstart,qend,sstart,send,evalue,bitscore,qlen,slen
Seq_50_LinJ.08,LinJ.08,100.0,573,1,573,43301,43873,0.0,1059.0,573,515747
Seq_50_LinJ.08,LinJ.08,99.306,288,1,288,84310,84597,1.4299999999999998e-147,521.0,573,515747
Seq_50_LinJ.08,LinJ.16,76.119,134,7,140,367301,367430,8.05e-11,67.6,573,688184
Seq_50_LinJ.08,LinJ.34,80.46,87,22,106,241916,242000,1.04e-09,63.9,573,1852095
Seq_50_LinJ.08,LinJ.16,87.037,54,7,60,408434,408487,3.75e-09,62.1,573,688184
Seq_50_LinJ.08,LinJ.17,77.064,109,7,115,83165,83062,4.85e-08,58.4,573,690898
Seq_50_LinJ.08,LinJ.35,76.86,121,1,116,885655,885768,4.85e-08,58.4,573,2019672
Seq_50_LinJ.08,LinJ.17,77.064,109,7,115,100253,100150,4.85e-08,58.4,573,690898
Seq_50_LinJ.08,LinJ.17,77.064,109,7,115,132249,132146,4.85e-08,58.4,573,690898
Seq_50_LinJ.08,LinJ.17,77.064,109,7,115,94557,94454,4.85e-08,58.4,573,690898
Seq_50_LinJ.08,LinJ.17,77.064,109,7,115,109938,109835,4.85e-08,58.4,573,690898
Seq_50_LinJ.08,LinJ.17,77.064,109,7,115,88861,88758,4.85e-08,58.4,573,690898
Seq_50_LinJ.08,LinJ.35,76.86,121,1,116,945275,945388,4.85e-08,58.4,573,2019672
Seq_50_LinJ.08,LinJ.29,86.538,52,7,57,905685,905634,1.74e-07,56.5,573,1272419
Seq_50_LinJ.08,LinJ.16,85.185,54,7,60,316564,316511,1.74e-07,56.5,573,688184
Seq_50_LinJ.08,LinJ.13,78.161,87,23,108,198898,198812,6.27e-07,54.7,573,659814
Seq_50_LinJ.08,LinJ.13,82.54,63,23,84,247026,246964,6.27e-07,54.7,573,659814
Seq_50_LinJ.08,LinJ.25,84.314,51,6,54,497653,497703,2.92e-05,49.1,573,895083
Seq_50_LinJ.08,LinJ.10,83.019,53,9,61,382624,382572,2.92e-05,49.1,573,588579
Seq_50_LinJ.08,LinJ.25,84.314,51,6,54,515957,515907,2.92e-05,49.1,573,895083
Seq_50_LinJ.08,LinJ.32,96.429,28,7,34,495157,495130,0.000105,47.3,573,1544760
Seq_50_LinJ.08,LinJ.34,93.333,30,254,283,1205579,1205608,0.000377,45.4,573,1852095
