qseqid,sseqid,pident,length,qstart,qend,sstart,send,evalue,bitscore,qlen,slen
Seq_560_LinJ.34,LinJ.34,100.0,1026,1,1026,804281,805306,0.0,1895.0,1026,1852095
Seq_560_LinJ.34,LinJ.29,77.686,605,245,844,565339,564739,6.01e-99,361.0,1026,1272419
Seq_560_LinJ.34,LinJ.29,77.686,605,245,844,578108,577508,6.01e-99,361.0,1026,1272419
Seq_560_LinJ.34,LinJ.29,77.686,605,245,844,571705,571105,6.01e-99,361.0,1026,1272419
Seq_560_LinJ.34,LinJ.29,77.521,605,245,844,584508,583908,2.8e-97,355.0,1026,1272419
Seq_560_LinJ.34,LinJ.34,74.188,616,238,835,738803,739413,3.8e-61,235.0,1026,1852095
Seq_560_LinJ.34,LinJ.34,77.576,330,323,650,517527,517853,6.46e-49,195.0,1026,1852095
Seq_560_LinJ.34,LinJ.08,79.752,242,490,730,330967,330727,8.41e-43,174.0,1026,515747
Seq_560_LinJ.34,LinJ.08,79.752,242,490,730,341314,341074,8.41e-43,174.0,1026,515747
Seq_560_LinJ.34,LinJ.08,79.752,242,490,730,336140,335900,8.41e-43,174.0,1026,515747
Seq_560_LinJ.34,LinJ.08,79.752,242,490,730,346489,346249,8.41e-43,174.0,1026,515747
Seq_560_LinJ.34,LinJ.08,80.734,218,237,453,331175,330958,3.9099999999999997e-41,169.0,1026,515747
Seq_560_LinJ.34,LinJ.08,80.734,218,237,453,341522,341305,3.9099999999999997e-41,169.0,1026,515747
Seq_560_LinJ.34,LinJ.08,80.734,218,237,453,346697,346480,3.9099999999999997e-41,169.0,1026,515747
Seq_560_LinJ.34,LinJ.08,80.734,218,237,453,336348,336131,3.9099999999999997e-41,169.0,1026,515747
Seq_560_LinJ.34,LinJ.08,76.543,243,157,396,308100,307865,8.59e-28,124.0,1026,515747
Seq_560_LinJ.34,LinJ.34,80.124,161,588,748,1250721,1250561,1.11e-26,121.0,1026,1852095
Seq_560_LinJ.34,LinJ.34,80.124,161,588,748,1268395,1268235,1.11e-26,121.0,1026,1852095
