qseqid,sseqid,pident,length,qstart,qend,sstart,send,evalue,bitscore,qlen,slen
Seq_136_LinJ.12,LinJ.12,100.0,1870,1,1870,394055,395924,0.0,3454.0,1870,593475
Seq_136_LinJ.12,LinJ.12,99.519,1870,1,1870,374560,376429,0.0,3404.0,1870,593475
Seq_136_LinJ.12,LinJ.12,97.844,603,319,921,418666,419268,0.0,1042.0,1870,593475
Seq_136_LinJ.12,LinJ.12,98.741,953,1,951,450648,451600,0.0,1692.0,1870,593475
Seq_136_LinJ.12,LinJ.12,98.98,1470,1,1469,440851,442319,0.0,2630.0,1870,593475
Seq_136_LinJ.12,LinJ.12,98.658,1192,278,1469,455397,456587,0.0,2111.0,1870,593475
Seq_136_LinJ.12,LinJ.12,99.745,1567,1,1567,406611,408177,0.0,2872.0,1870,593475
Seq_136_LinJ.12,LinJ.12,99.617,1567,1,1567,382738,384304,0.0,2861.0,1870,593475
Seq_136_LinJ.12,LinJ.12,99.062,746,1,745,429731,430476,0.0,1338.0,1870,593475
Seq_136_LinJ.12,LinJ.12,98.88,625,943,1567,419342,419966,0.0,1116.0,1870,593475
Seq_136_LinJ.12,LinJ.12,99.373,797,771,1567,430468,431264,0.0,1445.0,1870,593475
Seq_136_LinJ.12,LinJ.12,85.271,129,197,323,418501,418626,1.22e-28,128.0,1870,593475
Seq_136_LinJ.12,LinJ.12,90.11,91,1,91,418421,418511,7.36e-26,119.0,1870,593475
Seq_136_LinJ.12,LinJ.16,100.0,22,527,548,676741,676720,0.016,41.7,1870,688184
Seq_136_LinJ.12,LinJ.34,92.857,28,795,822,1242108,1242083,0.059,39.9,1870,1852095
Seq_136_LinJ.12,LinJ.31,85.0,40,285,323,513825,513864,0.059,39.9,1870,1529246
Seq_136_LinJ.12,LinJ.05,83.721,43,329,371,133070,133111,0.059,39.9,1870,467714
Seq_136_LinJ.12,LinJ.34,92.857,28,795,822,1253557,1253532,0.059,39.9,1870,1852095
Seq_136_LinJ.12,LinJ.34,92.857,28,795,822,1265319,1265294,0.059,39.9,1870,1852095
Seq_136_LinJ.12,LinJ.34,92.857,28,795,822,1259444,1259419,0.059,39.9,1870,1852095
Seq_136_LinJ.12,LinJ.34,92.857,28,795,822,1271221,1271196,0.059,39.9,1870,1852095
Seq_136_LinJ.12,LinJ.34,92.857,28,795,822,1277165,1277140,0.059,39.9,1870,1852095
Seq_136_LinJ.12,LinJ.26,92.593,27,275,301,710702,710676,0.059,39.9,1870,1055293
Seq_136_LinJ.12,LinJ.18,88.571,35,765,797,492542,492509,0.059,39.9,1870,720431
Seq_136_LinJ.12,LinJ.34,92.857,28,795,822,1247670,1247645,0.059,39.9,1870,1852095
Seq_136_LinJ.12,LinJ.26,83.721,43,301,342,923272,923311,0.21,38.1,1870,1055293
Seq_136_LinJ.12,LinJ.25,87.879,33,525,556,631308,631276,0.21,38.1,1870,895083
Seq_136_LinJ.12,LinJ.24,95.652,23,727,749,238225,238203,0.21,38.1,1870,863815
Seq_136_LinJ.12,LinJ.30,100.0,20,502,521,81317,81336,0.21,38.1,1870,1353302
Seq_136_LinJ.12,LinJ.27,92.593,27,813,838,280738,280764,0.21,38.1,1870,1175412
Seq_136_LinJ.12,LinJ.27,100.0,20,278,297,566324,566343,0.21,38.1,1870,1175412
Seq_136_LinJ.12,LinJ.25,83.333,48,1335,1380,686499,686458,0.21,38.1,1870,895083
Seq_136_LinJ.12,LinJ.33,84.615,39,33,70,9008,9045,0.21,38.1,1870,1532318
Seq_136_LinJ.12,LinJ.17,81.25,48,545,592,608913,608958,0.21,38.1,1870,690898
Seq_136_LinJ.12,LinJ.17,95.833,24,127,150,153228,153206,0.21,38.1,1870,690898
Seq_136_LinJ.12,LinJ.06,87.879,33,280,311,164383,164352,0.21,38.1,1870,525234
Seq_136_LinJ.12,LinJ.15,92.593,27,915,941,250964,250989,0.21,38.1,1870,650324
Seq_136_LinJ.12,LinJ.15,100.0,20,642,661,393275,393256,0.21,38.1,1870,650324
Seq_136_LinJ.12,LinJ.02,87.879,33,767,799,214432,214463,0.21,38.1,1870,356299
Seq_136_LinJ.12,LinJ.27,92.593,27,1523,1549,915301,915326,0.21,38.1,1870,1175412
Seq_136_LinJ.12,LinJ.33,85.0,40,292,327,1464076,1464115,0.21,38.1,1870,1532318
Seq_136_LinJ.12,LinJ.33,100.0,20,934,953,476404,476423,0.21,38.1,1870,1532318
Seq_136_LinJ.12,LinJ.34,88.235,34,934,965,803809,803777,0.21,38.1,1870,1852095
Seq_136_LinJ.12,LinJ.11,100.0,19,1527,1545,520251,520233,0.76,36.2,1870,568611
Seq_136_LinJ.12,LinJ.09,89.655,29,1151,1179,125280,125253,0.76,36.2,1870,581924
