qseqid,sseqid,pident,length,qstart,qend,sstart,send,evalue,bitscore,qlen,slen
Seq_149_LinJ.12,LinJ.12,100.0,2317,1,2317,440004,442320,0.0,4279.0,2317,593475
Seq_149_LinJ.12,LinJ.12,98.866,1588,730,2316,382621,384206,0.0,2830.0,2317,593475
Seq_149_LinJ.12,LinJ.12,98.804,1588,730,2316,374442,376028,0.0,2826.0,2317,593475
Seq_149_LinJ.12,LinJ.12,99.048,1471,848,2317,406611,408080,0.0,2638.0,2317,593475
Seq_149_LinJ.12,LinJ.12,98.98,1470,848,2316,394055,395523,0.0,2630.0,2317,593475
Seq_149_LinJ.12,LinJ.12,98.872,532,1,530,417210,417741,0.0,948.0,2317,593475
Seq_149_LinJ.12,LinJ.12,99.19,494,1,493,454848,455341,0.0,889.0,2317,593475
Seq_149_LinJ.12,LinJ.12,98.482,527,1791,2316,419342,419868,0.0,928.0,2317,593475
Seq_149_LinJ.12,LinJ.12,98.788,495,1,494,449889,450383,0.0,880.0,2317,593475
Seq_149_LinJ.12,LinJ.12,97.576,495,1,494,466044,466535,0.0,845.0,2317,593475
Seq_149_LinJ.12,LinJ.12,98.684,532,1,530,405863,406394,0.0,942.0,2317,593475
Seq_149_LinJ.12,LinJ.12,98.684,532,1,530,381823,382354,0.0,942.0,2317,593475
Seq_149_LinJ.12,LinJ.12,99.074,864,730,1593,429613,430476,0.0,1552.0,2317,593475
Seq_149_LinJ.12,LinJ.12,99.285,699,1,698,373570,374268,0.0,1262.0,2317,593475
Seq_149_LinJ.12,LinJ.12,98.696,1227,574,1799,450374,451600,0.0,2176.0,2317,593475
Seq_149_LinJ.12,LinJ.12,99.581,1192,1126,2317,455397,456588,0.0,2174.0,2317,593475
Seq_149_LinJ.12,LinJ.12,97.678,603,1167,1769,418666,419268,0.0,1037.0,2317,593475
Seq_149_LinJ.12,LinJ.12,99.058,531,1,530,393308,393838,0.0,952.0,2317,593475
Seq_149_LinJ.12,LinJ.12,98.857,700,1619,2317,430468,431167,0.0,1247.0,2317,593475
Seq_149_LinJ.12,LinJ.12,99.284,698,1,698,428742,429439,0.0,1262.0,2317,593475
Seq_149_LinJ.12,LinJ.12,96.364,165,574,738,466526,466690,6.63e-72,272.0,2317,593475
Seq_149_LinJ.12,LinJ.12,97.917,144,595,738,417731,417874,3.11e-65,250.0,2317,593475
Seq_149_LinJ.12,LinJ.12,88.095,210,730,938,418302,418511,1.12e-64,248.0,2317,593475
Seq_149_LinJ.12,LinJ.12,100.0,104,595,698,382344,382447,5.3099999999999993e-48,193.0,2317,593475
Seq_149_LinJ.12,LinJ.12,100.0,104,595,698,406384,406487,5.3099999999999993e-48,193.0,2317,593475
Seq_149_LinJ.12,LinJ.12,99.038,104,595,698,393828,393931,2.4699999999999998e-46,187.0,2317,593475
Seq_149_LinJ.12,LinJ.12,100.0,81,574,654,455333,455413,3.24e-35,150.0,2317,593475
Seq_149_LinJ.12,LinJ.12,85.271,129,1045,1171,418501,418626,1.52e-28,128.0,2317,593475
Seq_149_LinJ.12,LinJ.12,88.889,36,117,150,500272,500307,0.006,43.6,2317,593475
Seq_149_LinJ.12,LinJ.16,100.0,22,1375,1396,676741,676720,0.02,41.7,2317,688184
Seq_149_LinJ.12,LinJ.01,88.571,35,268,300,107099,107065,0.02,41.7,2317,278267
Seq_149_LinJ.12,LinJ.33,85.714,42,878,917,9005,9045,0.02,41.7,2317,1532318
Seq_149_LinJ.12,LinJ.34,92.857,28,1643,1670,1271221,1271196,0.073,39.9,2317,1852095
Seq_149_LinJ.12,LinJ.34,92.857,28,1643,1670,1277165,1277140,0.073,39.9,2317,1852095
Seq_149_LinJ.12,LinJ.31,85.0,40,1133,1171,513825,513864,0.073,39.9,2317,1529246
Seq_149_LinJ.12,LinJ.34,92.857,28,1643,1670,1242108,1242083,0.073,39.9,2317,1852095
Seq_149_LinJ.12,LinJ.34,92.857,28,1643,1670,1247670,1247645,0.073,39.9,2317,1852095
Seq_149_LinJ.12,LinJ.34,92.857,28,1643,1670,1253557,1253532,0.073,39.9,2317,1852095
Seq_149_LinJ.12,LinJ.34,92.857,28,1643,1670,1259444,1259419,0.073,39.9,2317,1852095
Seq_149_LinJ.12,LinJ.34,92.857,28,1643,1670,1265319,1265294,0.073,39.9,2317,1852095
Seq_149_LinJ.12,LinJ.18,88.571,35,1613,1645,492542,492509,0.073,39.9,2317,720431
Seq_149_LinJ.12,LinJ.26,92.593,27,1123,1149,710702,710676,0.073,39.9,2317,1055293
Seq_149_LinJ.12,LinJ.05,87.879,33,1187,1219,133080,133111,0.26,38.1,2317,467714
Seq_149_LinJ.12,LinJ.13,95.652,23,279,301,356749,356771,0.26,38.1,2317,659814
Seq_149_LinJ.12,LinJ.33,100.0,20,1782,1801,476404,476423,0.26,38.1,2317,1532318
