qseqid,sseqid,pident,length,qstart,qend,sstart,send,evalue,bitscore,qlen,slen
Seq_151_LinJ.12,LinJ.12,100.0,2632,1,2632,449857,452488,0.0,4861.0,2632,593475
Seq_151_LinJ.12,LinJ.12,98.068,673,10,682,466021,466690,0.0,1168.0,2632,593475
Seq_151_LinJ.12,LinJ.12,96.125,671,27,682,417204,417874,0.0,1081.0,2632,593475
Seq_151_LinJ.12,LinJ.12,98.495,598,1,598,454816,455413,0.0,1055.0,2632,593475
Seq_151_LinJ.12,LinJ.12,95.89,657,1,642,381791,382447,0.0,1050.0,2632,593475
Seq_151_LinJ.12,LinJ.12,98.837,516,12,527,439983,440497,0.0,918.0,2632,593475
Seq_151_LinJ.12,LinJ.12,97.543,529,1,527,373540,374064,0.0,900.0,2632,593475
Seq_151_LinJ.12,LinJ.12,90.723,636,2019,2631,389366,390000,0.0,826.0,2632,593475
Seq_151_LinJ.12,LinJ.12,94.857,525,2112,2631,401671,402195,0.0,815.0,2632,593475
Seq_151_LinJ.12,LinJ.12,98.696,1227,518,1744,440577,441802,0.0,2176.0,2632,593475
Seq_151_LinJ.12,LinJ.12,98.599,1071,674,1744,382621,383688,0.0,1892.0,2632,593475
Seq_151_LinJ.12,LinJ.12,96.012,652,1725,2360,446811,447462,0.0,1046.0,2632,593475
Seq_151_LinJ.12,LinJ.12,96.683,603,1111,1713,418666,419268,0.0,1003.0,2632,593475
Seq_151_LinJ.12,LinJ.12,94.728,626,2019,2629,436057,436681,0.0,959.0,2632,593475
Seq_151_LinJ.12,LinJ.12,96.266,616,2019,2632,461445,462059,0.0,1007.0,2632,593475
Seq_151_LinJ.12,LinJ.12,95.434,657,1,642,393276,393931,0.0,1033.0,2632,593475
Seq_151_LinJ.12,LinJ.12,94.56,625,2019,2628,425032,425655,0.0,952.0,2632,593475
Seq_151_LinJ.12,LinJ.12,98.861,527,1,527,428710,429235,0.0,939.0,2632,593475
Seq_151_LinJ.12,LinJ.12,98.506,1071,674,1744,374442,375510,0.0,1888.0,2632,593475
Seq_151_LinJ.12,LinJ.12,98.846,953,792,1744,406611,407561,0.0,1698.0,2632,593475
Seq_151_LinJ.12,LinJ.12,98.741,953,792,1744,394055,395005,0.0,1692.0,2632,593475
Seq_151_LinJ.12,LinJ.12,98.495,864,674,1537,429613,430476,0.0,1524.0,2632,593475
Seq_151_LinJ.12,LinJ.12,92.744,951,1725,2631,412802,413751,0.0,1332.0,2632,593475
Seq_151_LinJ.12,LinJ.12,98.519,675,1070,1744,455397,456070,0.0,1190.0,2632,593475
Seq_151_LinJ.12,LinJ.12,95.586,657,1,642,405831,406487,0.0,1038.0,2632,593475
Seq_151_LinJ.12,LinJ.12,95.25,400,1962,2360,377853,378252,3.01e-180,632.0,2632,593475
Seq_151_LinJ.12,LinJ.12,97.778,225,1725,1948,461225,461449,2.58e-106,387.0,2632,593475
Seq_151_LinJ.12,LinJ.12,97.333,225,1725,1948,424812,425036,1.1999999999999999e-104,381.0,2632,593475
Seq_151_LinJ.12,LinJ.12,96.889,225,1725,1948,435837,436061,5.59e-103,375.0,2632,593475
Seq_151_LinJ.12,LinJ.12,96.889,225,1725,1948,401115,401339,5.59e-103,375.0,2632,593475
Seq_151_LinJ.12,LinJ.12,96.889,225,1725,1948,389146,389370,5.59e-103,375.0,2632,593475
