qseqid,sseqid,pident,length,qstart,qend,sstart,send,evalue,bitscore,qlen,slen
Seq_140_LinJ.12,LinJ.12,100.0,1567,1,1567,406611,408177,0.0,2894.0,1567,593475
Seq_140_LinJ.12,LinJ.12,99.062,746,1,745,429731,430476,0.0,1338.0,1567,593475
Seq_140_LinJ.12,LinJ.12,99.362,1567,1,1567,382738,384304,0.0,2839.0,1567,593475
Seq_140_LinJ.12,LinJ.12,99.745,1567,1,1567,394055,395621,0.0,2872.0,1567,593475
Seq_140_LinJ.12,LinJ.12,97.844,603,319,921,418666,419268,0.0,1042.0,1567,593475
Seq_140_LinJ.12,LinJ.12,99.04,625,943,1567,419342,419966,0.0,1122.0,1567,593475
Seq_140_LinJ.12,LinJ.12,99.17,1567,1,1567,374560,376126,0.0,2822.0,1567,593475
Seq_140_LinJ.12,LinJ.12,99.048,1471,1,1470,440851,442320,0.0,2638.0,1567,593475
Seq_140_LinJ.12,LinJ.12,98.743,1193,278,1470,455397,456588,0.0,2119.0,1567,593475
Seq_140_LinJ.12,LinJ.12,98.846,953,1,951,450648,451600,0.0,1698.0,1567,593475
Seq_140_LinJ.12,LinJ.12,99.875,797,771,1567,430468,431264,0.0,1467.0,1567,593475
Seq_140_LinJ.12,LinJ.12,85.271,129,197,323,418501,418626,1.02e-28,128.0,1567,593475
Seq_140_LinJ.12,LinJ.12,90.11,91,1,91,418421,418511,6.16e-26,119.0,1567,593475
Seq_140_LinJ.12,LinJ.16,100.0,22,527,548,676741,676720,0.014,41.7,1567,688184
Seq_140_LinJ.12,LinJ.05,83.721,43,329,371,133070,133111,0.049,39.9,1567,467714
Seq_140_LinJ.12,LinJ.26,92.593,27,275,301,710702,710676,0.049,39.9,1567,1055293
Seq_140_LinJ.12,LinJ.34,92.857,28,795,822,1265319,1265294,0.049,39.9,1567,1852095
Seq_140_LinJ.12,LinJ.34,92.857,28,795,822,1242108,1242083,0.049,39.9,1567,1852095
Seq_140_LinJ.12,LinJ.34,92.857,28,795,822,1259444,1259419,0.049,39.9,1567,1852095
Seq_140_LinJ.12,LinJ.31,85.0,40,285,323,513825,513864,0.049,39.9,1567,1529246
Seq_140_LinJ.12,LinJ.18,88.571,35,765,797,492542,492509,0.049,39.9,1567,720431
Seq_140_LinJ.12,LinJ.34,92.857,28,795,822,1271221,1271196,0.049,39.9,1567,1852095
Seq_140_LinJ.12,LinJ.34,92.857,28,795,822,1253557,1253532,0.049,39.9,1567,1852095
Seq_140_LinJ.12,LinJ.34,92.857,28,795,822,1247670,1247645,0.049,39.9,1567,1852095
Seq_140_LinJ.12,LinJ.34,92.857,28,795,822,1277165,1277140,0.049,39.9,1567,1852095
Seq_140_LinJ.12,LinJ.17,81.25,48,545,592,608913,608958,0.18,38.1,1567,690898
Seq_140_LinJ.12,LinJ.15,100.0,20,642,661,393275,393256,0.18,38.1,1567,650324
Seq_140_LinJ.12,LinJ.33,86.486,37,919,953,476389,476423,0.18,38.1,1567,1532318
Seq_140_LinJ.12,LinJ.33,84.615,39,33,70,9008,9045,0.18,38.1,1567,1532318
Seq_140_LinJ.12,LinJ.26,83.721,43,301,342,923272,923311,0.18,38.1,1567,1055293
Seq_140_LinJ.12,LinJ.17,95.833,24,127,150,153228,153206,0.18,38.1,1567,690898
Seq_140_LinJ.12,LinJ.34,88.235,34,934,965,803809,803777,0.18,38.1,1567,1852095
Seq_140_LinJ.12,LinJ.02,87.879,33,767,799,214432,214463,0.18,38.1,1567,356299
Seq_140_LinJ.12,LinJ.30,100.0,20,502,521,81317,81336,0.18,38.1,1567,1353302
Seq_140_LinJ.12,LinJ.27,92.593,27,1523,1549,915301,915326,0.18,38.1,1567,1175412
Seq_140_LinJ.12,LinJ.06,87.879,33,280,311,164383,164352,0.18,38.1,1567,525234
Seq_140_LinJ.12,LinJ.27,100.0,20,278,297,566324,566343,0.18,38.1,1567,1175412
Seq_140_LinJ.12,LinJ.27,92.593,27,813,838,280738,280764,0.18,38.1,1567,1175412
Seq_140_LinJ.12,LinJ.25,87.879,33,525,556,631308,631276,0.18,38.1,1567,895083
Seq_140_LinJ.12,LinJ.25,83.333,48,1335,1380,686499,686458,0.18,38.1,1567,895083
Seq_140_LinJ.12,LinJ.24,95.652,23,727,749,238225,238203,0.18,38.1,1567,863815
Seq_140_LinJ.12,LinJ.33,85.0,40,292,327,1464076,1464115,0.18,38.1,1567,1532318
Seq_140_LinJ.12,LinJ.16,95.455,22,1499,1520,400078,400099,0.64,36.2,1567,688184
Seq_140_LinJ.12,LinJ.16,95.455,22,1499,1520,362601,362622,0.64,36.2,1567,688184
Seq_140_LinJ.12,LinJ.16,95.455,22,1499,1520,370683,370704,0.64,36.2,1567,688184
Seq_140_LinJ.12,LinJ.16,95.455,22,1499,1520,374675,374696,0.64,36.2,1567,688184
Seq_140_LinJ.12,LinJ.13,87.5,32,771,802,203145,203115,0.64,36.2,1567,659814
Seq_140_LinJ.12,LinJ.11,100.0,19,1527,1545,520251,520233,0.64,36.2,1567,568611
Seq_140_LinJ.12,LinJ.09,89.655,29,1151,1179,125280,125253,0.64,36.2,1567,581924
Seq_140_LinJ.12,LinJ.06,89.286,28,37,64,480970,480997,0.64,36.2,1567,525234
Seq_140_LinJ.12,LinJ.04,89.655,29,1092,1120,352314,352341,0.64,36.2,1567,466507
Seq_140_LinJ.12,LinJ.25,82.222,45,280,324,84979,84939,0.64,36.2,1567,895083
Seq_140_LinJ.12,LinJ.25,92.308,26,1257,1281,719765,719740,0.64,36.2,1567,895083
Seq_140_LinJ.12,LinJ.30,92.308,26,706,730,111759,111783,0.64,36.2,1567,1353302
Seq_140_LinJ.12,LinJ.30,92.308,26,461,485,1050947,1050922,0.64,36.2,1567,1353302
Seq_140_LinJ.12,LinJ.24,95.455,22,768,789,606107,606128,0.64,36.2,1567,863815
Seq_140_LinJ.12,LinJ.14,92.0,25,1226,1250,524036,524012,0.64,36.2,1567,656132
Seq_140_LinJ.12,LinJ.15,89.655,29,603,630,216214,216187,0.64,36.2,1567,650324
Seq_140_LinJ.12,LinJ.33,89.655,29,509,537,1344327,1344353,0.64,36.2,1567,1532318
Seq_140_LinJ.12,LinJ.28,87.879,33,185,214,349338,349306,0.64,36.2,1567,1205031
Seq_140_LinJ.12,LinJ.36,92.308,26,1033,1057,1985520,1985495,0.64,36.2,1567,2743073
Seq_140_LinJ.12,LinJ.36,92.308,26,1064,1089,2532508,2532531,0.64,36.2,1567,2743073
Seq_140_LinJ.12,LinJ.32,100.0,19,1476,1494,1082555,1082537,0.64,36.2,1567,1544760
Seq_140_LinJ.12,LinJ.32,100.0,19,531,549,1256117,1256135,0.64,36.2,1567,1544760
Seq_140_LinJ.12,LinJ.23,87.5,32,1113,1142,324019,323988,0.64,36.2,1567,786683
Seq_140_LinJ.12,LinJ.23,100.0,19,579,597,377598,377616,0.64,36.2,1567,786683
Seq_140_LinJ.12,LinJ.22,83.333,42,43,83,325933,325971,0.64,36.2,1567,782154
Seq_140_LinJ.12,LinJ.22,83.333,42,43,83,392139,392101,0.64,36.2,1567,782154
Seq_140_LinJ.12,LinJ.21,87.879,33,903,934,533802,533832,0.64,36.2,1567,764861
Seq_140_LinJ.12,LinJ.36,95.455,22,920,941,862189,862168,0.64,36.2,1567,2743073
Seq_140_LinJ.12,LinJ.36,92.0,25,714,738,1335708,1335732,0.64,36.2,1567,2743073
Seq_140_LinJ.12,LinJ.36,95.455,22,218,239,1853177,1853198,0.64,36.2,1567,2743073
Seq_140_LinJ.12,LinJ.16,95.455,22,1499,1520,379719,379740,0.64,36.2,1567,688184
Seq_140_LinJ.12,LinJ.16,95.455,22,1499,1520,388917,388938,0.64,36.2,1567,688184
Seq_140_LinJ.12,LinJ.16,95.455,22,1499,1520,395773,395794,0.64,36.2,1567,688184
Seq_140_LinJ.12,LinJ.26,95.455,22,276,297,939294,939273,0.64,36.2,1567,1055293
Seq_140_LinJ.12,LinJ.34,87.5,32,914,945,1196309,1196280,0.64,36.2,1567,1852095
Seq_140_LinJ.12,LinJ.07,92.0,25,275,299,314782,314759,2.3,34.4,1567,592866
Seq_140_LinJ.12,LinJ.07,95.238,21,1288,1308,331761,331781,2.3,34.4,1567,592866
Seq_140_LinJ.12,LinJ.01,92.0,25,280,304,89096,89073,2.3,34.4,1567,278267
Seq_140_LinJ.12,LinJ.01,85.714,35,555,588,89796,89764,2.3,34.4,1567,278267
Seq_140_LinJ.12,LinJ.01,100.0,18,280,297,223934,223917,2.3,34.4,1567,278267
Seq_140_LinJ.12,LinJ.21,100.0,18,507,524,59044,59027,2.3,34.4,1567,764861
Seq_140_LinJ.12,LinJ.21,80.0,50,761,808,321776,321729,2.3,34.4,1567,764861
Seq_140_LinJ.12,LinJ.02,95.238,21,1303,1323,24577,24557,2.3,34.4,1567,356299
Seq_140_LinJ.12,LinJ.02,91.667,24,774,797,200773,200796,2.3,34.4,1567,356299
Seq_140_LinJ.12,LinJ.02,100.0,18,1501,1518,319140,319157,2.3,34.4,1567,356299
Seq_140_LinJ.12,LinJ.28,87.097,31,1485,1513,800091,800121,2.3,34.4,1567,1205031
Seq_140_LinJ.12,LinJ.23,95.455,22,16,36,591517,591496,2.3,34.4,1567,786683
Seq_140_LinJ.12,LinJ.22,92.0,25,529,553,735668,735691,2.3,34.4,1567,782154
Seq_140_LinJ.12,LinJ.36,95.238,21,275,295,765644,765664,2.3,34.4,1567,2743073
Seq_140_LinJ.12,LinJ.36,82.927,41,751,788,1189461,1189500,2.3,34.4,1567,2743073
Seq_140_LinJ.12,LinJ.36,83.784,37,1429,1464,1608844,1608880,2.3,34.4,1567,2743073
Seq_140_LinJ.12,LinJ.36,91.667,24,121,144,1643050,1643073,2.3,34.4,1567,2743073
Seq_140_LinJ.12,LinJ.33,100.0,18,312,329,862580,862597,2.3,34.4,1567,1532318
Seq_140_LinJ.12,LinJ.33,87.097,31,764,793,1101166,1101195,2.3,34.4,1567,1532318
Seq_140_LinJ.12,LinJ.33,85.714,35,1495,1527,1131481,1131513,2.3,34.4,1567,1532318
Seq_140_LinJ.12,LinJ.28,95.238,21,1400,1420,384777,384797,2.3,34.4,1567,1205031
