qseqid,sseqid,pident,length,qstart,qend,sstart,send,evalue,bitscore,qlen,slen
Seq_305_LinJ.26,LinJ.26,100.0,589,1,589,603260,603848,0.0,1088.0,589,1055293
Seq_305_LinJ.26,LinJ.26,99.66,589,1,589,605756,606344,0.0,1077.0,589,1055293
Seq_305_LinJ.26,LinJ.26,99.66,589,1,589,608252,608840,0.0,1077.0,589,1055293
Seq_305_LinJ.26,LinJ.34,100.0,18,305,322,1598769,1598786,0.84,34.4,589,1852095
Seq_305_LinJ.26,LinJ.30,91.667,24,10,33,292860,292837,0.84,34.4,589,1353302
Seq_305_LinJ.26,LinJ.30,100.0,17,543,559,797063,797079,3.0,32.5,589,1353302
Seq_305_LinJ.26,LinJ.30,91.667,24,473,495,936838,936815,3.0,32.5,589,1353302
Seq_305_LinJ.26,LinJ.36,100.0,17,296,312,1587942,1587958,3.0,32.5,589,2743073
Seq_305_LinJ.26,LinJ.31,100.0,17,516,532,1146658,1146674,3.0,32.5,589,1529246
Seq_305_LinJ.26,LinJ.16,95.0,20,10,29,177820,177801,3.0,32.5,589,688184
Seq_305_LinJ.26,LinJ.09,100.0,17,479,495,39420,39436,3.0,32.5,589,581924
Seq_305_LinJ.26,LinJ.07,100.0,17,572,588,108682,108666,3.0,32.5,589,592866
Seq_305_LinJ.26,LinJ.06,88.889,27,15,41,491397,491422,3.0,32.5,589,525234
