Seq_585_LinJ.20,Seq_586_LinJ.20,,,,,,,
Seq_587_LinJ.20,Seq_588_LinJ.20,Seq_589_LinJ.20,Seq_590_LinJ.20,,,,,
Seq_591_LinJ.20,,,,,,,,
Seq_592_LinJ.20,,,,,,,,
Seq_593_LinJ.20,Seq_594_LinJ.20,Seq_595_LinJ.20,Seq_596_LinJ.20,Seq_597_LinJ.20,,,,
Seq_598_LinJ.20,,,,,,,,
Seq_599_LinJ.20,Seq_604_LinJ.20,,,,,,,
Seq_600_LinJ.20,Seq_602_LinJ.20,Seq_605_LinJ.20,,,,,,
Seq_601_LinJ.20,,,,,,,,
Seq_603_LinJ.20,Seq_610_LinJ.20,,,,,,,
Seq_606_LinJ.20,,,,,,,,
Seq_607_LinJ.20,,,,,,,,
Seq_608_LinJ.20,Seq_613_LinJ.20,Seq_615_LinJ.20,Seq_616_LinJ.20,Seq_617_LinJ.20,Seq_618_LinJ.20,Seq_619_LinJ.20,Seq_621_LinJ.20,
Seq_609_LinJ.20,Seq_611_LinJ.20,Seq_612_LinJ.20,,,,,,
Seq_608_LinJ.20,Seq_613_LinJ.20,Seq_614_LinJ.20,Seq_615_LinJ.20,Seq_616_LinJ.20,Seq_617_LinJ.20,Seq_618_LinJ.20,Seq_619_LinJ.20,Seq_621_LinJ.20
Seq_613_LinJ.20,Seq_614_LinJ.20,Seq_615_LinJ.20,Seq_616_LinJ.20,Seq_617_LinJ.20,Seq_618_LinJ.20,Seq_619_LinJ.20,Seq_621_LinJ.20,
Seq_620_LinJ.20,,,,,,,,
Seq_622_LinJ.20,Seq_623_LinJ.20,Seq_625_LinJ.20,,,,,,
Seq_624_LinJ.20,Seq_626_LinJ.20,,,,,,,
Seq_627_LinJ.20,,,,,,,,
