Seq_1438_LinJ.33,,,,,,,,,
Seq_1439_LinJ.33,Seq_1441_LinJ.33,Seq_1442_LinJ.33,Seq_1443_LinJ.33,Seq_1447_LinJ.33,Seq_1449_LinJ.33,,,,
Seq_1440_LinJ.33,Seq_1444_LinJ.33,Seq_1446_LinJ.33,,,,,,,
Seq_1445_LinJ.33,,,,,,,,,
Seq_1448_LinJ.33,,,,,,,,,
Seq_1450_LinJ.33,Seq_1452_LinJ.33,Seq_1454_LinJ.33,Seq_1455_LinJ.33,Seq_1456_LinJ.33,Seq_1457_LinJ.33,Seq_1459_LinJ.33,,,
Seq_1451_LinJ.33,Seq_1453_LinJ.33,Seq_1456_LinJ.33,Seq_1458_LinJ.33,,,,,,
Seq_1450_LinJ.33,Seq_1451_LinJ.33,Seq_1452_LinJ.33,Seq_1453_LinJ.33,Seq_1454_LinJ.33,Seq_1455_LinJ.33,Seq_1456_LinJ.33,Seq_1457_LinJ.33,Seq_1458_LinJ.33,Seq_1459_LinJ.33
Seq_1460_LinJ.33,Seq_1461_LinJ.33,Seq_1462_LinJ.33,Seq_1463_LinJ.33,Seq_1464_LinJ.33,Seq_1465_LinJ.33,Seq_1466_LinJ.33,Seq_1470_LinJ.33,,
Seq_1467_LinJ.33,,,,,,,,,
Seq_1468_LinJ.33,,,,,,,,,
Seq_1469_LinJ.33,,,,,,,,,
Seq_1471_LinJ.33,,,,,,,,,
Seq_1472_LinJ.33,Seq_1474_LinJ.33,Seq_1478_LinJ.33,Seq_1479_LinJ.33,Seq_1480_LinJ.33,Seq_1483_LinJ.33,,,,
Seq_1473_LinJ.33,,,,,,,,,
Seq_1475_LinJ.33,,,,,,,,,
Seq_1476_LinJ.33,,,,,,,,,
Seq_1477_LinJ.33,,,,,,,,,
Seq_1481_LinJ.33,Seq_1484_LinJ.33,,,,,,,,
Seq_1482_LinJ.33,,,,,,,,,
Seq_1485_LinJ.33,,,,,,,,,
Seq_1486_LinJ.33,Seq_1487_LinJ.33,Seq_1489_LinJ.33,Seq_1490_LinJ.33,Seq_1491_LinJ.33,Seq_1492_LinJ.33,Seq_1494_LinJ.33,Seq_1496_LinJ.33,Seq_1501_LinJ.33,
Seq_1488_LinJ.33,Seq_1500_LinJ.33,,,,,,,,
Seq_1493_LinJ.33,,,,,,,,,
Seq_1495_LinJ.33,,,,,,,,,
Seq_1497_LinJ.33,Seq_1498_LinJ.33,,,,,,,,
Seq_1499_LinJ.33,,,,,,,,,
Seq_1502_LinJ.33,,,,,,,,,
Seq_1503_LinJ.33,Seq_1504_LinJ.33,Seq_1509_LinJ.33,,,,,,,
Seq_1505_LinJ.33,Seq_1506_LinJ.33,Seq_1507_LinJ.33,,,,,,,
Seq_1508_LinJ.33,Seq_1510_LinJ.33,Seq_1511_LinJ.33,,,,,,,
Seq_1512_LinJ.33,Seq_1513_LinJ.33,,,,,,,,
Seq_1512_LinJ.33,Seq_1513_LinJ.33,Seq_1516_LinJ.33,Seq_1521_LinJ.33,Seq_1524_LinJ.33,,,,,
Seq_1514_LinJ.33,Seq_1515_LinJ.33,Seq_1519_LinJ.33,Seq_1520_LinJ.33,Seq_1522_LinJ.33,Seq_1523_LinJ.33,Seq_1527_LinJ.33,,,
Seq_1513_LinJ.33,Seq_1516_LinJ.33,Seq_1521_LinJ.33,Seq_1524_LinJ.33,,,,,,
Seq_1517_LinJ.33,,,,,,,,,
Seq_1518_LinJ.33,,,,,,,,,
Seq_1525_LinJ.33,,,,,,,,,
Seq_1526_LinJ.33,,,,,,,,,
Seq_1528_LinJ.33,,,,,,,,,
Seq_1529_LinJ.33,,,,,,,,,
Seq_1530_LinJ.33,Seq_1531_LinJ.33,Seq_1533_LinJ.33,Seq_1535_LinJ.33,,,,,,
Seq_1530_LinJ.33,Seq_1531_LinJ.33,Seq_1532_LinJ.33,Seq_1533_LinJ.33,Seq_1535_LinJ.33,,,,,
Seq_1531_LinJ.33,Seq_1532_LinJ.33,,,,,,,,
Seq_1534_LinJ.33,Seq_1535_LinJ.33,Seq_1536_LinJ.33,,,,,,,
Seq_1530_LinJ.33,Seq_1531_LinJ.33,Seq_1533_LinJ.33,Seq_1534_LinJ.33,Seq_1535_LinJ.33,Seq_1536_LinJ.33,,,,
Seq_1537_LinJ.33,,,,,,,,,
