LinJ.01,1,173,plus,positive
LinJ.01,24093,24791,plus,positive
LinJ.01,35316,36160,plus,positive
LinJ.01,39698,40589,plus,positive
LinJ.01,54885,55772,plus,positive
LinJ.01,75659,76526,plus,positive
LinJ.01,86582,86887,plus,positive
LinJ.01,130118,130920,plus,positive
LinJ.01,137465,138073,plus,positive
LinJ.01,145352,146032,plus,positive
LinJ.01,205581,206004,plus,positive
LinJ.01,270740,271265,plus,positive
LinJ.02,16511,16946,plus,positive
LinJ.02,27338,27793,plus,positive
LinJ.02,73790,74267,plus,positive
LinJ.02,89374,90653,plus,positive
LinJ.02,94261,95364,plus,positive
LinJ.02,95626,96556,plus,positive
LinJ.02,98307,99184,plus,positive
LinJ.02,102809,104088,plus,positive
LinJ.02,119042,119523,plus,positive
LinJ.02,123196,123633,plus,positive
LinJ.02,137727,138428,plus,positive
LinJ.02,138441,138834,plus,positive
LinJ.02,197940,198894,plus,positive
LinJ.02,203934,204824,plus,positive
LinJ.02,314166,314781,plus,positive
LinJ.02,335928,336733,plus,positive
LinJ.02,343607,344222,plus,positive
LinJ.03,172725,173724,plus,positive
LinJ.03,237291,238128,plus,positive
LinJ.03,254920,255236,plus,positive
LinJ.03,260449,261099,plus,positive
LinJ.03,316845,317442,plus,positive
LinJ.03,349124,349285,plus,positive
LinJ.03,369070,369428,plus,positive
LinJ.03,389298,389657,plus,positive
LinJ.04,23,129,plus,positive
LinJ.04,7462,7973,plus,positive
LinJ.04,18901,19756,plus,positive
LinJ.04,37307,37729,plus,positive
LinJ.04,102099,102582,plus,positive
LinJ.04,125225,125398,plus,positive
LinJ.04,286570,286669,plus,positive
LinJ.04,332027,333862,plus,positive
LinJ.04,426702,427499,plus,positive
LinJ.04,437658,438373,plus,positive
LinJ.05,162,376,plus,positive
LinJ.05,379,1042,plus,positive
LinJ.05,20964,21652,plus,positive
LinJ.05,30115,30682,plus,positive
LinJ.05,39885,40610,plus,positive
LinJ.05,43480,44004,plus,positive
LinJ.05,92611,93127,plus,positive
LinJ.05,105934,106318,plus,positive
LinJ.05,151787,152786,plus,positive
LinJ.05,227384,227841,plus,positive
LinJ.05,365469,365587,plus,positive
LinJ.05,389065,389848,plus,positive
LinJ.05,391432,391889,plus,positive
LinJ.05,401207,401755,plus,positive
LinJ.05,418826,419814,plus,positive
LinJ.05,442135,442940,plus,positive
