Seq_421_LinJ.17,,,,,,,,,
Seq_422_LinJ.17,Seq_423_LinJ.17,Seq_424_LinJ.17,Seq_425_LinJ.17,Seq_427_LinJ.17,Seq_429_LinJ.17,,,,
Seq_426_LinJ.17,Seq_428_LinJ.17,Seq_430_LinJ.17,Seq_431_LinJ.17,Seq_432_LinJ.17,Seq_433_LinJ.17,Seq_435_LinJ.17,Seq_448_LinJ.17,,
Seq_434_LinJ.17,,,,,,,,,
Seq_436_LinJ.17,,,,,,,,,
Seq_437_LinJ.17,,,,,,,,,
Seq_438_LinJ.17,Seq_439_LinJ.17,Seq_440_LinJ.17,Seq_441_LinJ.17,Seq_442_LinJ.17,Seq_443_LinJ.17,Seq_444_LinJ.17,Seq_445_LinJ.17,Seq_446_LinJ.17,Seq_450_LinJ.17
Seq_447_LinJ.17,,,,,,,,,
Seq_449_LinJ.17,,,,,,,,,
Seq_451_LinJ.17,,,,,,,,,
Seq_452_LinJ.17,Seq_459_LinJ.17,,,,,,,,
Seq_453_LinJ.17,,,,,,,,,
Seq_454_LinJ.17,,,,,,,,,
Seq_455_LinJ.17,Seq_456_LinJ.17,Seq_457_LinJ.17,Seq_458_LinJ.17,Seq_461_LinJ.17,,,,,
Seq_460_LinJ.17,,,,,,,,,
Seq_462_LinJ.17,,,,,,,,,
