qseqid,sseqid,pident,length,qstart,qend,sstart,send,evalue,bitscore,qlen,slen
Seq_207_LinJ.17,LinJ.17,100.0,152,1,152,643964,644115,6.21e-76,281.0,152,690898
Seq_207_LinJ.17,LinJ.17,99.342,152,1,152,638027,638178,2.89e-74,276.0,152,690898
Seq_207_LinJ.17,LinJ.17,99.342,152,1,152,674759,674910,2.89e-74,276.0,152,690898
Seq_207_LinJ.17,LinJ.17,98.684,152,1,152,626829,626980,1.34e-72,270.0,152,690898
Seq_207_LinJ.17,LinJ.17,99.315,146,7,152,594954,595099,6.25e-71,265.0,152,690898
Seq_207_LinJ.17,LinJ.18,82.667,75,71,144,266983,267057,6.81e-11,65.8,152,720431
Seq_207_LinJ.17,LinJ.18,81.579,76,71,144,69214,69139,8.8e-10,62.1,152,720431
Seq_207_LinJ.17,LinJ.18,81.579,76,71,144,56434,56359,8.8e-10,62.1,152,720431
Seq_207_LinJ.17,LinJ.18,81.579,76,71,144,96258,96183,8.8e-10,62.1,152,720431
Seq_207_LinJ.17,LinJ.18,83.333,66,71,136,115430,115495,8.8e-10,62.1,152,720431
Seq_207_LinJ.17,LinJ.30,75.342,146,1,136,951018,951161,3.17e-09,60.2,152,1353302
Seq_207_LinJ.17,LinJ.33,82.609,69,82,150,486824,486758,3.17e-09,60.2,152,1532318
Seq_207_LinJ.17,LinJ.29,82.812,64,79,141,1104315,1104253,4.1e-08,56.5,152,1272419
Seq_207_LinJ.17,LinJ.18,81.818,66,71,136,147150,147085,4.1e-08,56.5,152,720431
Seq_207_LinJ.17,LinJ.08,83.077,65,82,145,487522,487584,4.1e-08,56.5,152,515747
Seq_207_LinJ.17,LinJ.29,82.812,64,79,141,1110668,1110730,4.1e-08,56.5,152,1272419
Seq_207_LinJ.17,LinJ.29,82.812,64,79,141,1066499,1066437,4.1e-08,56.5,152,1272419
Seq_207_LinJ.17,LinJ.29,82.812,64,79,141,1083408,1083346,4.1e-08,56.5,152,1272419
Seq_207_LinJ.17,LinJ.29,82.812,64,79,141,1048531,1048469,4.1e-08,56.5,152,1272419
Seq_207_LinJ.17,LinJ.29,82.812,64,79,141,1113276,1113338,4.1e-08,56.5,152,1272419
Seq_207_LinJ.17,LinJ.29,82.812,64,79,141,1077830,1077768,4.1e-08,56.5,152,1272419
Seq_207_LinJ.17,LinJ.29,82.812,64,79,141,1106763,1106825,4.1e-08,56.5,152,1272419
Seq_207_LinJ.17,LinJ.22,78.824,85,53,137,342351,342272,5.3e-07,52.8,152,782154
Seq_207_LinJ.17,LinJ.22,78.824,85,53,137,368655,368576,5.3e-07,52.8,152,782154
Seq_207_LinJ.17,LinJ.22,78.824,85,53,137,352662,352583,5.3e-07,52.8,152,782154
Seq_207_LinJ.17,LinJ.08,81.25,64,82,145,503293,503355,1.91e-06,51.0,152,515747
Seq_207_LinJ.17,LinJ.08,81.25,64,82,145,514184,514246,1.91e-06,51.0,152,515747
Seq_207_LinJ.17,LinJ.08,81.25,64,82,145,491238,491300,1.91e-06,51.0,152,515747
Seq_207_LinJ.17,LinJ.19,74.825,143,7,146,117308,117438,1.91e-06,51.0,152,706124
Seq_207_LinJ.17,LinJ.11,80.0,75,1,74,189496,189566,1.91e-06,51.0,152,568611
Seq_207_LinJ.17,LinJ.18,80.303,66,71,136,161816,161881,1.91e-06,51.0,152,720431
Seq_207_LinJ.17,LinJ.08,81.25,64,82,145,403945,403883,1.91e-06,51.0,152,515747
Seq_207_LinJ.17,LinJ.18,78.947,76,71,144,124719,124644,1.91e-06,51.0,152,720431
Seq_207_LinJ.17,LinJ.07,78.481,79,69,145,246724,246648,6.85e-06,49.1,152,592866
Seq_207_LinJ.17,LinJ.26,89.744,39,63,100,790467,790505,6.85e-06,49.1,152,1055293
Seq_207_LinJ.17,LinJ.34,77.647,85,35,116,1212305,1212388,6.85e-06,49.1,152,1852095
Seq_207_LinJ.17,LinJ.34,77.647,85,35,116,1235496,1235579,6.85e-06,49.1,152,1852095
