qseqid,sseqid,pident,length,qstart,qend,sstart,send,evalue,bitscore,qlen,slen
Seq_13_LinJ.03,LinJ.03,100.0,151,1,151,237552,237702,2.22e-75,279.0,151,389657
Seq_13_LinJ.03,LinJ.03,92.308,65,87,151,260642,260706,3.1e-19,93.5,151,389657
Seq_13_LinJ.03,LinJ.30,91.071,56,96,151,1007846,1007791,3.12e-14,76.8,151,1353302
Seq_13_LinJ.03,LinJ.30,91.071,56,96,151,1025878,1025823,3.12e-14,76.8,151,1353302
Seq_13_LinJ.03,LinJ.18,89.13,46,105,150,670475,670520,1.13e-08,58.4,151,720431
Seq_13_LinJ.03,LinJ.18,89.13,46,105,150,682321,682366,1.13e-08,58.4,151,720431
Seq_13_LinJ.03,LinJ.18,89.13,46,105,150,684893,684938,1.13e-08,58.4,151,720431
Seq_13_LinJ.03,LinJ.33,81.818,66,84,149,448026,448091,4.06e-08,56.5,151,1532318
Seq_13_LinJ.03,LinJ.13,82.812,64,90,151,363291,363229,1.46e-07,54.7,151,659814
Seq_13_LinJ.03,LinJ.15,81.013,79,10,84,417741,417669,1.46e-07,54.7,151,650324
Seq_13_LinJ.03,LinJ.03,87.234,47,105,151,173073,173119,1.46e-07,54.7,151,389657
Seq_13_LinJ.03,LinJ.32,82.258,62,90,151,1124131,1124070,1.46e-07,54.7,151,1544760
Seq_13_LinJ.03,LinJ.13,82.812,64,90,151,414268,414206,1.46e-07,54.7,151,659814
Seq_13_LinJ.03,LinJ.09,74.675,154,2,151,124062,124203,1.46e-07,54.7,151,581924
Seq_13_LinJ.03,LinJ.15,81.013,79,10,84,404618,404546,1.46e-07,54.7,151,650324
Seq_13_LinJ.03,LinJ.24,84.211,57,20,72,663352,663298,1.89e-06,51.0,151,863815
Seq_13_LinJ.03,LinJ.10,93.939,33,37,69,477230,477262,1.89e-06,51.0,151,588579
Seq_13_LinJ.03,LinJ.07,83.636,55,98,151,566110,566164,1.89e-06,51.0,151,592866
Seq_13_LinJ.03,LinJ.07,83.636,55,98,151,534814,534868,1.89e-06,51.0,151,592866
Seq_13_LinJ.03,LinJ.07,83.636,55,98,151,556832,556886,1.89e-06,51.0,151,592866
Seq_13_LinJ.03,LinJ.07,83.636,55,98,151,569606,569660,1.89e-06,51.0,151,592866
Seq_13_LinJ.03,LinJ.07,83.636,55,98,151,509541,509595,1.89e-06,51.0,151,592866
Seq_13_LinJ.03,LinJ.07,83.636,55,98,151,574286,574340,1.89e-06,51.0,151,592866
Seq_13_LinJ.03,LinJ.25,89.474,38,114,151,628833,628796,6.8e-06,49.1,151,895083
Seq_13_LinJ.03,LinJ.31,81.356,59,90,148,1076046,1075988,6.8e-06,49.1,151,1529246
Seq_13_LinJ.03,LinJ.31,81.356,59,90,148,1085306,1085248,6.8e-06,49.1,151,1529246
