qseqid,sseqid,pident,length,qstart,qend,sstart,send,evalue,bitscore,qlen,slen
Seq_206_LinJ.17,LinJ.17,100.0,162,1,162,638017,638178,1.85e-81,300.0,162,690898
Seq_206_LinJ.17,LinJ.17,98.734,158,5,162,643958,644115,6.69e-76,281.0,162,690898
Seq_206_LinJ.17,LinJ.17,97.531,162,1,162,626819,626980,8.65e-75,278.0,162,690898
Seq_206_LinJ.17,LinJ.17,98.101,158,5,162,674753,674910,3.1099999999999997e-74,276.0,162,690898
Seq_206_LinJ.17,LinJ.17,99.315,146,17,162,594954,595099,6.74e-71,265.0,162,690898
Seq_206_LinJ.17,LinJ.18,82.667,75,81,154,266983,267057,7.33e-11,65.8,162,720431
Seq_206_LinJ.17,LinJ.18,81.579,76,81,154,56434,56359,9.49e-10,62.1,162,720431
Seq_206_LinJ.17,LinJ.18,83.333,66,81,146,115430,115495,9.49e-10,62.1,162,720431
Seq_206_LinJ.17,LinJ.18,81.579,76,81,154,96258,96183,9.49e-10,62.1,162,720431
Seq_206_LinJ.17,LinJ.18,81.579,76,81,154,69214,69139,9.49e-10,62.1,162,720431
Seq_206_LinJ.17,LinJ.33,82.609,69,92,160,486824,486758,3.41e-09,60.2,162,1532318
Seq_206_LinJ.17,LinJ.30,77.358,106,45,146,951058,951161,1.23e-08,58.4,162,1353302
Seq_206_LinJ.17,LinJ.29,82.812,64,89,151,1110668,1110730,4.41e-08,56.5,162,1272419
Seq_206_LinJ.17,LinJ.08,83.077,65,92,155,487522,487584,4.41e-08,56.5,162,515747
Seq_206_LinJ.17,LinJ.29,82.812,64,89,151,1083408,1083346,4.41e-08,56.5,162,1272419
Seq_206_LinJ.17,LinJ.29,82.812,64,89,151,1106763,1106825,4.41e-08,56.5,162,1272419
Seq_206_LinJ.17,LinJ.29,82.812,64,89,151,1048531,1048469,4.41e-08,56.5,162,1272419
Seq_206_LinJ.17,LinJ.29,82.812,64,89,151,1077830,1077768,4.41e-08,56.5,162,1272419
Seq_206_LinJ.17,LinJ.29,82.812,64,89,151,1104315,1104253,4.41e-08,56.5,162,1272419
Seq_206_LinJ.17,LinJ.29,82.812,64,89,151,1113276,1113338,4.41e-08,56.5,162,1272419
Seq_206_LinJ.17,LinJ.29,82.812,64,89,151,1066499,1066437,4.41e-08,56.5,162,1272419
Seq_206_LinJ.17,LinJ.18,81.818,66,81,146,147150,147085,4.41e-08,56.5,162,720431
Seq_206_LinJ.17,LinJ.19,75.0,144,16,156,117307,117438,5.71e-07,52.8,162,706124
Seq_206_LinJ.17,LinJ.22,78.824,85,63,147,368655,368576,5.71e-07,52.8,162,782154
Seq_206_LinJ.17,LinJ.22,78.824,85,63,147,342351,342272,5.71e-07,52.8,162,782154
Seq_206_LinJ.17,LinJ.22,78.824,85,63,147,352662,352583,5.71e-07,52.8,162,782154
Seq_206_LinJ.17,LinJ.08,81.25,64,92,155,514184,514246,2.05e-06,51.0,162,515747
Seq_206_LinJ.17,LinJ.08,81.25,64,92,155,503293,503355,2.05e-06,51.0,162,515747
Seq_206_LinJ.17,LinJ.08,81.25,64,92,155,403945,403883,2.05e-06,51.0,162,515747
Seq_206_LinJ.17,LinJ.07,74.214,159,3,153,195394,195246,2.05e-06,51.0,162,592866
Seq_206_LinJ.17,LinJ.07,74.214,159,3,153,168811,168663,2.05e-06,51.0,162,592866
Seq_206_LinJ.17,LinJ.08,81.25,64,92,155,491238,491300,2.05e-06,51.0,162,515747
Seq_206_LinJ.17,LinJ.18,78.947,76,81,154,124719,124644,2.05e-06,51.0,162,720431
Seq_206_LinJ.17,LinJ.18,80.303,66,81,146,161816,161881,2.05e-06,51.0,162,720431
Seq_206_LinJ.17,LinJ.34,77.647,85,45,126,1219797,1219880,7.39e-06,49.1,162,1852095
Seq_206_LinJ.17,LinJ.34,77.647,85,45,126,1212305,1212388,7.39e-06,49.1,162,1852095
Seq_206_LinJ.17,LinJ.07,78.481,79,79,155,246724,246648,7.39e-06,49.1,162,592866
Seq_206_LinJ.17,LinJ.34,77.647,85,45,126,1235496,1235579,7.39e-06,49.1,162,1852095
Seq_206_LinJ.17,LinJ.34,77.647,85,45,126,1225407,1225490,7.39e-06,49.1,162,1852095
Seq_206_LinJ.17,LinJ.07,74.483,145,11,147,22330,22466,7.39e-06,49.1,162,592866
Seq_206_LinJ.17,LinJ.07,74.483,145,11,147,29478,29614,7.39e-06,49.1,162,592866
Seq_206_LinJ.17,LinJ.07,74.483,145,11,147,61255,61391,7.39e-06,49.1,162,592866
Seq_206_LinJ.17,LinJ.34,79.452,73,63,132,1174448,1174377,7.39e-06,49.1,162,1852095
Seq_206_LinJ.17,LinJ.07,74.172,151,11,153,339617,339475,7.39e-06,49.1,162,592866
Seq_206_LinJ.17,LinJ.26,89.744,39,73,110,790467,790505,7.39e-06,49.1,162,1055293
Seq_206_LinJ.17,LinJ.22,77.647,85,63,147,376390,376469,2.66e-05,47.3,162,782154
Seq_206_LinJ.17,LinJ.34,85.417,48,63,109,1499537,1499582,2.66e-05,47.3,162,1852095
Seq_206_LinJ.17,LinJ.29,78.667,75,79,152,1041582,1041511,2.66e-05,47.3,162,1272419
Seq_206_LinJ.17,LinJ.10,81.818,55,90,144,34868,34922,2.66e-05,47.3,162,588579
Seq_206_LinJ.17,LinJ.16,87.5,40,74,112,64599,64561,9.55e-05,45.4,162,688184
Seq_206_LinJ.17,LinJ.36,75.49,102,51,147,1925049,1925149,9.55e-05,45.4,162,2743073
Seq_206_LinJ.17,LinJ.08,79.688,64,92,155,376733,376671,9.55e-05,45.4,162,515747
Seq_206_LinJ.17,LinJ.16,87.5,40,74,112,80209,80171,9.55e-05,45.4,162,688184
Seq_206_LinJ.17,LinJ.26,78.205,78,74,146,210635,210561,0.000344,43.6,162,1055293
Seq_206_LinJ.17,LinJ.35,77.027,74,11,84,318874,318947,0.000344,43.6,162,2019672
Seq_206_LinJ.17,LinJ.26,78.205,78,74,146,228642,228716,0.000344,43.6,162,1055293
Seq_206_LinJ.17,LinJ.26,78.205,78,74,146,234820,234746,0.000344,43.6,162,1055293
Seq_206_LinJ.17,LinJ.26,78.205,78,74,146,169335,169261,0.000344,43.6,162,1055293
Seq_206_LinJ.17,LinJ.32,76.744,86,67,152,722632,722552,0.000344,43.6,162,1544760
Seq_206_LinJ.17,LinJ.34,76.19,84,62,145,1745429,1745350,0.001,41.7,162,1852095
Seq_206_LinJ.17,LinJ.30,75.0,96,8,100,1008040,1007945,0.001,41.7,162,1353302
Seq_206_LinJ.17,LinJ.22,76.923,78,76,151,425914,425990,0.001,41.7,162,782154
Seq_206_LinJ.17,LinJ.24,76.829,82,74,154,663342,663265,0.001,41.7,162,863815
Seq_206_LinJ.17,LinJ.36,79.661,59,89,146,1064009,1063951,0.001,41.7,162,2743073
Seq_206_LinJ.17,LinJ.29,76.923,78,75,151,529952,530026,0.001,41.7,162,1272419
Seq_206_LinJ.17,LinJ.36,79.661,59,89,146,1112914,1112856,0.001,41.7,162,2743073
Seq_206_LinJ.17,LinJ.26,77.778,81,72,146,271244,271167,0.001,41.7,162,1055293
Seq_206_LinJ.17,LinJ.30,75.0,96,8,100,1026072,1025977,0.001,41.7,162,1353302
Seq_206_LinJ.17,LinJ.32,78.689,61,92,152,730833,730773,0.001,41.7,162,1544760
Seq_206_LinJ.17,LinJ.32,78.689,61,92,152,748916,748856,0.001,41.7,162,1544760
Seq_206_LinJ.17,LinJ.32,78.689,61,92,152,752064,752004,0.001,41.7,162,1544760
Seq_206_LinJ.17,LinJ.07,76.923,78,4,78,534635,534710,0.004,39.9,162,592866
Seq_206_LinJ.17,LinJ.31,87.879,33,3,35,869658,869626,0.004,39.9,162,1529246
Seq_206_LinJ.17,LinJ.23,76.923,78,73,147,702811,702886,0.004,39.9,162,786683
Seq_206_LinJ.17,LinJ.07,76.623,77,4,78,509362,509437,0.004,39.9,162,592866
Seq_206_LinJ.17,LinJ.30,86.486,37,119,154,867572,867537,0.004,39.9,162,1353302
Seq_206_LinJ.17,LinJ.31,74.074,108,40,147,599059,598958,0.004,39.9,162,1529246
Seq_206_LinJ.17,LinJ.31,87.879,33,3,35,767694,767662,0.004,39.9,162,1529246
Seq_206_LinJ.17,LinJ.29,90.0,30,4,33,980332,980303,0.004,39.9,162,1272419
Seq_206_LinJ.17,LinJ.31,87.879,33,3,35,851153,851121,0.004,39.9,162,1529246
Seq_206_LinJ.17,LinJ.23,79.032,62,89,147,735883,735822,0.004,39.9,162,786683
Seq_206_LinJ.17,LinJ.23,79.032,62,89,147,750968,750907,0.004,39.9,162,786683
Seq_206_LinJ.17,LinJ.31,87.879,33,3,35,752196,752164,0.004,39.9,162,1529246
Seq_206_LinJ.17,LinJ.18,77.273,66,89,153,555189,555253,0.016,38.1,162,720431
Seq_206_LinJ.17,LinJ.19,76.543,81,2,81,139622,139696,0.016,38.1,162,706124
Seq_206_LinJ.17,LinJ.29,95.652,23,1,23,1024512,1024534,0.016,38.1,162,1272419
Seq_206_LinJ.17,LinJ.29,95.652,23,1,23,1000733,1000755,0.016,38.1,162,1272419
Seq_206_LinJ.17,LinJ.29,89.655,29,4,32,949215,949187,0.016,38.1,162,1272419
Seq_206_LinJ.17,LinJ.03,95.833,24,89,112,237592,237614,0.016,38.1,162,389657
Seq_206_LinJ.17,LinJ.28,80.769,52,64,114,520011,520059,0.016,38.1,162,1205031
Seq_206_LinJ.17,LinJ.36,83.721,43,73,114,416396,416435,0.016,38.1,162,2743073
Seq_206_LinJ.17,LinJ.27,82.927,41,1,41,975062,975022,0.016,38.1,162,1175412
Seq_206_LinJ.17,LinJ.27,82.927,41,1,41,989106,989066,0.016,38.1,162,1175412
Seq_206_LinJ.17,LinJ.18,77.273,66,89,153,546051,546115,0.016,38.1,162,720431
Seq_206_LinJ.17,LinJ.18,77.273,66,89,153,553410,553474,0.016,38.1,162,720431
Seq_206_LinJ.17,LinJ.27,82.927,41,1,41,1044024,1043984,0.016,38.1,162,1175412
Seq_206_LinJ.17,LinJ.27,87.879,33,79,110,741645,741676,0.016,38.1,162,1175412
Seq_206_LinJ.17,LinJ.32,84.615,39,77,114,594591,594555,0.057,36.2,162,1544760
Seq_206_LinJ.17,LinJ.32,84.615,39,77,114,585150,585114,0.057,36.2,162,1544760
