qseqid,sseqid,pident,length,qstart,qend,sstart,send,evalue,bitscore,qlen,slen
Seq_26_LinJ.04,LinJ.04,100.0,531,1,531,331481,332011,0.0,981.0,531,466507
Seq_26_LinJ.04,LinJ.04,98.63,219,1,219,363076,362858,1.4e-107,388.0,531,466507
Seq_26_LinJ.04,LinJ.04,97.436,195,1,195,391322,391516,6.64e-91,333.0,531,466507
Seq_26_LinJ.04,LinJ.04,97.436,195,1,195,394441,394635,6.64e-91,333.0,531,466507
Seq_26_LinJ.04,LinJ.26,77.876,113,2,108,683367,683260,1.24e-08,60.2,531,1055293
Seq_26_LinJ.04,LinJ.26,77.876,113,2,108,689361,689254,1.24e-08,60.2,531,1055293
Seq_26_LinJ.04,LinJ.26,77.876,113,2,108,704915,704808,1.24e-08,60.2,531,1055293
Seq_26_LinJ.04,LinJ.31,83.824,68,27,92,501012,500948,1.24e-08,60.2,531,1529246
Seq_26_LinJ.04,LinJ.31,83.099,71,24,92,511381,511448,1.24e-08,60.2,531,1529246
Seq_26_LinJ.04,LinJ.31,83.099,71,24,92,539846,539913,1.24e-08,60.2,531,1529246
Seq_26_LinJ.04,LinJ.26,77.876,113,2,108,659097,658990,1.24e-08,60.2,531,1055293
Seq_26_LinJ.04,LinJ.09,78.723,94,109,201,413067,412976,1.24e-08,60.2,531,581924
Seq_26_LinJ.04,LinJ.19,74.566,173,1,169,57609,57764,1.61e-07,56.5,531,706124
Seq_26_LinJ.04,LinJ.19,74.566,173,1,169,41705,41860,1.61e-07,56.5,531,706124
Seq_26_LinJ.04,LinJ.35,76.378,127,71,189,572647,572765,5.79e-07,54.7,531,2019672
Seq_26_LinJ.04,LinJ.35,76.423,123,71,187,560157,560045,2.08e-06,52.8,531,2019672
Seq_26_LinJ.04,LinJ.33,78.571,84,90,173,985942,985862,2.08e-06,52.8,531,1532318
Seq_26_LinJ.04,LinJ.33,78.571,84,90,173,1004673,1004593,2.08e-06,52.8,531,1532318
Seq_26_LinJ.04,LinJ.26,77.228,101,22,121,475709,475616,2.08e-06,52.8,531,1055293
Seq_26_LinJ.04,LinJ.35,77.451,102,71,166,566265,566360,7.49e-06,51.0,531,2019672
Seq_26_LinJ.04,LinJ.26,77.0,100,22,121,533704,533613,7.49e-06,51.0,531,1055293
Seq_26_LinJ.04,LinJ.29,80.556,72,128,196,698626,698694,7.49e-06,51.0,531,1272419
Seq_26_LinJ.04,LinJ.26,77.0,100,22,121,565067,564976,7.49e-06,51.0,531,1055293
Seq_26_LinJ.04,LinJ.26,77.0,100,22,121,524347,524438,7.49e-06,51.0,531,1055293
Seq_26_LinJ.04,LinJ.29,80.0,75,128,197,676444,676372,2.69e-05,49.1,531,1272419
Seq_26_LinJ.04,LinJ.35,85.106,47,42,88,297562,297518,9.69e-05,47.3,531,2019672
Seq_26_LinJ.04,LinJ.35,76.531,98,2,99,248885,248796,9.69e-05,47.3,531,2019672
Seq_26_LinJ.04,LinJ.35,85.106,47,42,88,318986,318942,9.69e-05,47.3,531,2019672
Seq_26_LinJ.04,LinJ.26,93.548,31,22,52,598797,598827,9.69e-05,47.3,531,1055293
Seq_26_LinJ.04,LinJ.26,93.548,31,22,52,569985,569955,9.69e-05,47.3,531,1055293
