qseqid,sseqid,pident,length,qstart,qend,sstart,send,evalue,bitscore,qlen,slen
Seq_681_LinJ.36,LinJ.36,100.0,610,1,610,771500,772109,0.0,1127.0,610,2743073
Seq_681_LinJ.36,LinJ.36,86.275,204,1,200,791283,791483,2.9e-55,215.0,610,2743073
Seq_681_LinJ.36,LinJ.36,86.598,194,1,190,727373,727563,4.85e-53,207.0,610,2743073
Seq_681_LinJ.36,LinJ.23,74.519,208,12,207,580382,580587,3.97e-14,78.7,610,786683
Seq_681_LinJ.36,LinJ.29,80.18,111,102,209,1071997,1072104,3.97e-14,78.7,610,1272419
Seq_681_LinJ.36,LinJ.23,74.51,204,12,203,503392,503594,1.43e-13,76.8,610,786683
Seq_681_LinJ.36,LinJ.25,76.515,132,15,145,310192,310061,6.64e-12,71.3,610,895083
Seq_681_LinJ.36,LinJ.23,75.912,137,15,149,570874,570740,8.6e-11,67.6,610,786683
Seq_681_LinJ.36,LinJ.23,75.714,140,12,149,561191,561328,8.6e-11,67.6,610,786683
Seq_681_LinJ.36,LinJ.23,75.912,137,15,149,574594,574460,8.6e-11,67.6,610,786683
Seq_681_LinJ.36,LinJ.23,73.684,190,12,190,545781,545969,1.11e-09,63.9,610,786683
Seq_681_LinJ.36,LinJ.23,73.684,190,12,190,549297,549485,1.11e-09,63.9,610,786683
Seq_681_LinJ.36,LinJ.35,73.632,201,15,204,491916,492112,1.11e-09,63.9,610,2019672
Seq_681_LinJ.36,LinJ.35,75.573,131,15,145,534162,534033,1.11e-09,63.9,610,2019672
Seq_681_LinJ.36,LinJ.24,79.57,93,71,159,303215,303124,4e-09,62.1,610,863815
Seq_681_LinJ.36,LinJ.24,79.57,93,71,159,283864,283773,4e-09,62.1,610,863815
Seq_681_LinJ.36,LinJ.36,75.0,140,15,149,827274,827135,1.44e-08,60.2,610,2743073
Seq_681_LinJ.36,LinJ.33,75.833,120,10,128,1242676,1242557,1.44e-08,60.2,610,1532318
Seq_681_LinJ.36,LinJ.29,73.856,153,10,161,360708,360557,1.44e-08,60.2,610,1272419
Seq_681_LinJ.36,LinJ.29,73.856,153,10,161,369538,369387,1.44e-08,60.2,610,1272419
Seq_681_LinJ.36,LinJ.29,85.0,60,89,147,884177,884236,1.44e-08,60.2,610,1272419
Seq_681_LinJ.36,LinJ.29,73.856,153,10,161,381076,380925,1.44e-08,60.2,610,1272419
Seq_681_LinJ.36,LinJ.29,85.0,60,89,147,886673,886614,1.44e-08,60.2,610,1272419
Seq_681_LinJ.36,LinJ.29,85.0,60,89,147,907181,907240,1.44e-08,60.2,610,1272419
Seq_681_LinJ.36,LinJ.30,75.194,129,15,142,109772,109900,1.44e-08,60.2,610,1353302
Seq_681_LinJ.36,LinJ.30,75.194,129,15,142,106187,106315,1.44e-08,60.2,610,1353302
Seq_681_LinJ.36,LinJ.29,73.856,153,10,161,343577,343426,1.44e-08,60.2,610,1272419
Seq_681_LinJ.36,LinJ.35,80.0,90,69,153,483341,483255,1.44e-08,60.2,610,2019672
Seq_681_LinJ.36,LinJ.29,73.856,153,10,161,334174,334325,1.44e-08,60.2,610,1272419
Seq_681_LinJ.36,LinJ.29,73.856,153,10,161,326577,326728,1.44e-08,60.2,610,1272419
Seq_681_LinJ.36,LinJ.29,73.856,153,10,161,332431,332582,1.44e-08,60.2,610,1272419
Seq_681_LinJ.36,LinJ.23,76.923,117,84,190,556265,556149,5.17e-08,58.4,610,786683
Seq_681_LinJ.36,LinJ.34,75.397,126,16,140,237481,237358,5.17e-08,58.4,610,1852095
Seq_681_LinJ.36,LinJ.29,83.333,66,108,168,1106794,1106729,1.86e-07,56.5,610,1272419
Seq_681_LinJ.36,LinJ.36,75.862,116,17,128,1925214,1925099,1.86e-07,56.5,610,2743073
Seq_681_LinJ.36,LinJ.29,79.31,87,87,168,1077778,1077864,1.86e-07,56.5,610,1272419
Seq_681_LinJ.36,LinJ.18,74.809,131,28,155,555300,555170,1.86e-07,56.5,610,720431
Seq_681_LinJ.36,LinJ.18,74.809,131,28,155,553521,553391,1.86e-07,56.5,610,720431
Seq_681_LinJ.36,LinJ.13,72.727,187,15,196,135943,136127,1.86e-07,56.5,610,659814
Seq_681_LinJ.36,LinJ.27,75.373,134,15,143,670913,670785,1.86e-07,56.5,610,1175412
Seq_681_LinJ.36,LinJ.18,74.809,131,28,155,546162,546032,1.86e-07,56.5,610,720431
Seq_681_LinJ.36,LinJ.27,75.373,134,15,143,696112,695984,1.86e-07,56.5,610,1175412
Seq_681_LinJ.36,LinJ.29,79.31,87,87,168,1083356,1083442,1.86e-07,56.5,610,1272419
Seq_681_LinJ.36,LinJ.29,79.31,87,87,168,1104263,1104349,1.86e-07,56.5,610,1272419
Seq_681_LinJ.36,LinJ.29,83.333,66,108,168,1113307,1113242,1.86e-07,56.5,610,1272419
Seq_681_LinJ.36,LinJ.23,82.09,67,84,149,585114,585048,1.86e-07,56.5,610,786683
Seq_681_LinJ.36,LinJ.27,75.373,134,15,143,656470,656342,1.86e-07,56.5,610,1175412
Seq_681_LinJ.36,LinJ.27,75.373,134,15,143,663691,663563,1.86e-07,56.5,610,1175412
Seq_681_LinJ.36,LinJ.29,79.31,87,87,168,1066447,1066533,1.86e-07,56.5,610,1272419
Seq_681_LinJ.36,LinJ.09,79.012,81,82,161,405926,406005,6.69e-07,54.7,610,581924
Seq_681_LinJ.36,LinJ.29,80.263,76,87,159,1048479,1048553,6.69e-07,54.7,610,1272419
Seq_681_LinJ.36,LinJ.29,73.973,146,5,145,102015,102159,6.69e-07,54.7,610,1272419
Seq_681_LinJ.36,LinJ.36,79.762,84,90,167,2534043,2534125,6.69e-07,54.7,610,2743073
Seq_681_LinJ.36,LinJ.36,75.424,118,16,131,1833185,1833070,6.69e-07,54.7,610,2743073
Seq_681_LinJ.36,LinJ.28,75.862,116,93,204,836054,836166,2.41e-06,52.8,610,1205031
Seq_681_LinJ.36,LinJ.35,75.214,117,15,127,1251275,1251391,2.41e-06,52.8,610,2019672
Seq_681_LinJ.36,LinJ.29,83.929,56,89,144,975445,975499,2.41e-06,52.8,610,1272419
Seq_681_LinJ.36,LinJ.29,83.929,56,89,144,949073,949127,2.41e-06,52.8,610,1272419
Seq_681_LinJ.36,LinJ.29,83.929,56,89,144,1044993,1045047,2.41e-06,52.8,610,1272419
Seq_681_LinJ.36,LinJ.29,84.211,57,108,161,1110699,1110643,2.41e-06,52.8,610,1272419
Seq_681_LinJ.36,LinJ.29,83.929,56,89,144,980192,980246,2.41e-06,52.8,610,1272419
Seq_681_LinJ.36,LinJ.29,83.929,56,89,144,1024657,1024603,2.41e-06,52.8,610,1272419
Seq_681_LinJ.36,LinJ.23,86.957,46,102,145,341491,341536,8.66e-06,51.0,610,786683
Seq_681_LinJ.36,LinJ.23,86.957,46,102,145,335201,335246,8.66e-06,51.0,610,786683
Seq_681_LinJ.36,LinJ.12,89.744,39,15,53,32679,32641,8.66e-06,51.0,610,593475
Seq_681_LinJ.36,LinJ.08,75.229,109,44,151,403853,403961,8.66e-06,51.0,610,515747
Seq_681_LinJ.36,LinJ.30,80.597,67,71,136,205809,205875,8.66e-06,51.0,610,1353302
Seq_681_LinJ.36,LinJ.27,75.0,128,15,137,649249,649126,8.66e-06,51.0,610,1175412
Seq_681_LinJ.36,LinJ.12,89.744,39,15,53,37793,37831,8.66e-06,51.0,610,593475
Seq_681_LinJ.36,LinJ.10,83.333,54,87,140,72543,72491,3.11e-05,49.1,610,588579
Seq_681_LinJ.36,LinJ.32,82.456,57,87,143,307345,307400,3.11e-05,49.1,610,1544760
Seq_681_LinJ.36,LinJ.23,72.84,162,4,159,672479,672320,3.11e-05,49.1,610,786683
Seq_681_LinJ.36,LinJ.21,85.106,47,87,133,728121,728075,3.11e-05,49.1,610,764861
Seq_681_LinJ.36,LinJ.23,72.84,162,4,159,676601,676442,3.11e-05,49.1,610,786683
Seq_681_LinJ.36,LinJ.21,86.364,44,87,130,715282,715325,3.11e-05,49.1,610,764861
Seq_681_LinJ.36,LinJ.35,85.714,49,105,151,654586,654633,3.11e-05,49.1,610,2019672
Seq_681_LinJ.36,LinJ.35,90.0,40,114,151,668573,668535,3.11e-05,49.1,610,2019672
Seq_681_LinJ.36,LinJ.35,90.0,40,114,151,679884,679846,3.11e-05,49.1,610,2019672
Seq_681_LinJ.36,LinJ.36,78.571,84,90,167,2504550,2504632,3.11e-05,49.1,610,2743073
Seq_681_LinJ.36,LinJ.12,75.728,103,102,202,281832,281933,3.11e-05,49.1,610,593475
Seq_681_LinJ.36,LinJ.35,85.714,49,105,151,633218,633265,3.11e-05,49.1,610,2019672
Seq_681_LinJ.36,LinJ.36,73.485,132,8,138,1496074,1495943,3.11e-05,49.1,610,2743073
Seq_681_LinJ.36,LinJ.35,86.667,45,105,149,648352,648394,3.11e-05,49.1,610,2019672
Seq_681_LinJ.36,LinJ.36,73.485,132,8,138,1445563,1445432,3.11e-05,49.1,610,2743073
Seq_681_LinJ.36,LinJ.36,73.485,132,8,138,1440164,1440295,3.11e-05,49.1,610,2743073
Seq_681_LinJ.36,LinJ.10,83.333,54,87,140,91440,91388,3.11e-05,49.1,610,588579
Seq_681_LinJ.36,LinJ.29,73.288,146,5,145,154255,154399,3.11e-05,49.1,610,1272419
Seq_681_LinJ.36,LinJ.29,73.288,146,5,145,133351,133495,3.11e-05,49.1,610,1272419
