Seq_253_LinJ.12,Seq_254_LinJ.12,,,,,,
Seq_255_LinJ.12,,,,,,,
Seq_256_LinJ.12,Seq_259_LinJ.12,,,,,,
Seq_258_LinJ.12,,,,,,,
Seq_264_LinJ.12,,,,,,,
Seq_265_LinJ.12,Seq_269_LinJ.12,,,,,,
Seq_266_LinJ.12,,,,,,,
Seq_267_LinJ.12,Seq_270_LinJ.12,,,,,,
Seq_268_LinJ.12,,,,,,,
Seq_271_LinJ.12,,,,,,,
Seq_272_LinJ.12,,,,,,,
Seq_273_LinJ.12,,,,,,,
Seq_274_LinJ.12,Seq_275_LinJ.12,Seq_276_LinJ.12,Seq_277_LinJ.12,Seq_278_LinJ.12,Seq_279_LinJ.12,Seq_280_LinJ.12,Seq_281_LinJ.12
Seq_282_LinJ.12,,,,,,,
Seq_283_LinJ.12,,,,,,,
Seq_284_LinJ.12,Seq_289_LinJ.12,,,,,,
Seq_285_LinJ.12,,,,,,,
Seq_286_LinJ.12,Seq_287_LinJ.12,Seq_290_LinJ.12,,,,,
Seq_288_LinJ.12,,,,,,,
