Seq_1159_LinJ.30,,,,,,,,,,,,,,,
Seq_1160_LinJ.30,,,,,,,,,,,,,,,
Seq_1161_LinJ.30,,,,,,,,,,,,,,,
Seq_1162_LinJ.30,Seq_1163_LinJ.30,Seq_1164_LinJ.30,,,,,,,,,,,,,
Seq_1165_LinJ.30,Seq_1166_LinJ.30,Seq_1167_LinJ.30,Seq_1168_LinJ.30,Seq_1171_LinJ.30,Seq_1172_LinJ.30,Seq_1174_LinJ.30,,,,,,,,,
Seq_1169_LinJ.30,,,,,,,,,,,,,,,
Seq_1170_LinJ.30,Seq_1173_LinJ.30,,,,,,,,,,,,,,
Seq_1176_LinJ.30,Seq_1182_LinJ.30,Seq_1186_LinJ.30,,,,,,,,,,,,,
Seq_1183_LinJ.30,Seq_1187_LinJ.30,,,,,,,,,,,,,,
Seq_1184_LinJ.30,Seq_1188_LinJ.30,,,,,,,,,,,,,,
Seq_1185_LinJ.30,Seq_1189_LinJ.30,Seq_1190_LinJ.30,,,,,,,,,,,,,
Seq_1194_LinJ.30,Seq_1209_LinJ.30,,,,,,,,,,,,,,
Seq_1181_LinJ.30,Seq_1191_LinJ.30,Seq_1192_LinJ.30,Seq_1193_LinJ.30,Seq_1195_LinJ.30,Seq_1196_LinJ.30,Seq_1197_LinJ.30,Seq_1198_LinJ.30,Seq_1199_LinJ.30,,,,,,,
Seq_1206_LinJ.30,Seq_1211_LinJ.30,,,,,,,,,,,,,,
Seq_1207_LinJ.30,,,,,,,,,,,,,,,
Seq_1212_LinJ.30,,,,,,,,,,,,,,,
Seq_1214_LinJ.30,,,,,,,,,,,,,,,
Seq_1215_LinJ.30,,,,,,,,,,,,,,,
Seq_1203_LinJ.30,Seq_1216_LinJ.30,Seq_1217_LinJ.30,Seq_1218_LinJ.30,,,,,,,,,,,,
Seq_1219_LinJ.30,Seq_1220_LinJ.30,,,,,,,,,,,,,,
Seq_1221_LinJ.30,Seq_1239_LinJ.30,,,,,,,,,,,,,,
Seq_1222_LinJ.30,,,,,,,,,,,,,,,
Seq_1223_LinJ.30,Seq_1225_LinJ.30,Seq_1226_LinJ.30,Seq_1227_LinJ.30,Seq_1231_LinJ.30,Seq_1232_LinJ.30,,,,,,,,,,
Seq_1224_LinJ.30,Seq_1229_LinJ.30,Seq_1234_LinJ.30,Seq_1237_LinJ.30,Seq_1240_LinJ.30,Seq_1241_LinJ.30,Seq_1242_LinJ.30,Seq_1243_LinJ.30,Seq_1244_LinJ.30,Seq_1246_LinJ.30,Seq_1247_LinJ.30,Seq_1249_LinJ.30,,,,
Seq_1228_LinJ.30,,,,,,,,,,,,,,,
Seq_1230_LinJ.30,Seq_1248_LinJ.30,,,,,,,,,,,,,,
Seq_1235_LinJ.30,Seq_1238_LinJ.30,,,,,,,,,,,,,,
Seq_1224_LinJ.30,Seq_1233_LinJ.30,Seq_1234_LinJ.30,Seq_1236_LinJ.30,Seq_1237_LinJ.30,Seq_1243_LinJ.30,Seq_1244_LinJ.30,Seq_1246_LinJ.30,Seq_1247_LinJ.30,,,,,,,
Seq_1245_LinJ.30,,,,,,,,,,,,,,,
Seq_1250_LinJ.30,,,,,,,,,,,,,,,
R,e,p,e,a,t,e,d, ,v,a,l,u,e,s,:
Seq_1224_LinJ.30,2,Seq_1234_LinJ.30,2,Seq_1237_LinJ.30,2,Seq_1243_LinJ.30,2,Seq_1244_LinJ.30,2,Seq_1246_LinJ.30,2,Seq_1247_LinJ.30,2,,
