qseqid,sseqid,pident,length,qstart,qend,sstart,send,evalue,bitscore,qlen,slen
Seq_205_LinJ.17,LinJ.17,100.0,146,1,146,594954,595099,1.28e-72,270.0,146,690898
Seq_205_LinJ.17,LinJ.17,99.315,146,1,146,638033,638178,5.96e-71,265.0,146,690898
Seq_205_LinJ.17,LinJ.17,99.315,146,1,146,626835,626980,5.96e-71,265.0,146,690898
Seq_205_LinJ.17,LinJ.17,99.315,146,1,146,643970,644115,5.96e-71,265.0,146,690898
Seq_205_LinJ.17,LinJ.17,98.63,146,1,146,674765,674910,2.7699999999999997e-69,259.0,146,690898
Seq_205_LinJ.17,LinJ.18,82.667,75,65,138,266983,267057,6.49e-11,65.8,146,720431
Seq_205_LinJ.17,LinJ.18,81.579,76,65,138,69214,69139,8.39e-10,62.1,146,720431
Seq_205_LinJ.17,LinJ.18,81.579,76,65,138,56434,56359,8.39e-10,62.1,146,720431
Seq_205_LinJ.17,LinJ.18,83.333,66,65,130,115430,115495,8.39e-10,62.1,146,720431
Seq_205_LinJ.17,LinJ.18,81.579,76,65,138,96258,96183,8.39e-10,62.1,146,720431
Seq_205_LinJ.17,LinJ.30,75.714,140,1,130,951024,951161,3.02e-09,60.2,146,1353302
Seq_205_LinJ.17,LinJ.33,82.609,69,76,144,486824,486758,3.02e-09,60.2,146,1532318
Seq_205_LinJ.17,LinJ.29,82.812,64,73,135,1113276,1113338,3.91e-08,56.5,146,1272419
Seq_205_LinJ.17,LinJ.19,75.524,143,1,140,117308,117438,3.91e-08,56.5,146,706124
Seq_205_LinJ.17,LinJ.29,82.812,64,73,135,1110668,1110730,3.91e-08,56.5,146,1272419
Seq_205_LinJ.17,LinJ.08,83.077,65,76,139,487522,487584,3.91e-08,56.5,146,515747
Seq_205_LinJ.17,LinJ.29,82.812,64,73,135,1106763,1106825,3.91e-08,56.5,146,1272419
Seq_205_LinJ.17,LinJ.29,82.812,64,73,135,1104315,1104253,3.91e-08,56.5,146,1272419
Seq_205_LinJ.17,LinJ.29,82.812,64,73,135,1083408,1083346,3.91e-08,56.5,146,1272419
Seq_205_LinJ.17,LinJ.29,82.812,64,73,135,1077830,1077768,3.91e-08,56.5,146,1272419
Seq_205_LinJ.17,LinJ.29,82.812,64,73,135,1066499,1066437,3.91e-08,56.5,146,1272419
Seq_205_LinJ.17,LinJ.29,82.812,64,73,135,1048531,1048469,3.91e-08,56.5,146,1272419
Seq_205_LinJ.17,LinJ.18,81.818,66,65,130,147150,147085,3.91e-08,56.5,146,720431
Seq_205_LinJ.17,LinJ.22,78.824,85,47,131,368655,368576,5.05e-07,52.8,146,782154
Seq_205_LinJ.17,LinJ.22,78.824,85,47,131,342351,342272,5.05e-07,52.8,146,782154
Seq_205_LinJ.17,LinJ.22,78.824,85,47,131,352662,352583,5.05e-07,52.8,146,782154
Seq_205_LinJ.17,LinJ.08,81.25,64,76,139,491238,491300,1.82e-06,51.0,146,515747
Seq_205_LinJ.17,LinJ.08,81.25,64,76,139,403945,403883,1.82e-06,51.0,146,515747
Seq_205_LinJ.17,LinJ.08,81.25,64,76,139,503293,503355,1.82e-06,51.0,146,515747
Seq_205_LinJ.17,LinJ.08,81.25,64,76,139,514184,514246,1.82e-06,51.0,146,515747
Seq_205_LinJ.17,LinJ.18,78.947,76,65,138,124719,124644,1.82e-06,51.0,146,720431
Seq_205_LinJ.17,LinJ.18,80.303,66,65,130,161816,161881,1.82e-06,51.0,146,720431
Seq_205_LinJ.17,LinJ.26,89.744,39,57,94,790467,790505,6.54e-06,49.1,146,1055293
Seq_205_LinJ.17,LinJ.07,78.481,79,63,139,246724,246648,6.54e-06,49.1,146,592866
Seq_205_LinJ.17,LinJ.34,79.452,73,47,116,1174448,1174377,6.54e-06,49.1,146,1852095
Seq_205_LinJ.17,LinJ.34,77.647,85,29,110,1219797,1219880,6.54e-06,49.1,146,1852095
Seq_205_LinJ.17,LinJ.34,77.647,85,29,110,1225407,1225490,6.54e-06,49.1,146,1852095
Seq_205_LinJ.17,LinJ.34,77.647,85,29,110,1212305,1212388,6.54e-06,49.1,146,1852095
Seq_205_LinJ.17,LinJ.34,77.647,85,29,110,1235496,1235579,6.54e-06,49.1,146,1852095
Seq_205_LinJ.17,LinJ.29,78.667,75,63,136,1041582,1041511,2.35e-05,47.3,146,1272419
Seq_205_LinJ.17,LinJ.34,85.417,48,47,93,1499537,1499582,2.35e-05,47.3,146,1852095
Seq_205_LinJ.17,LinJ.10,81.818,55,74,128,34868,34922,2.35e-05,47.3,146,588579
Seq_205_LinJ.17,LinJ.22,77.647,85,47,131,376390,376469,2.35e-05,47.3,146,782154
Seq_205_LinJ.17,LinJ.16,87.5,40,58,96,80209,80171,8.45e-05,45.4,146,688184
Seq_205_LinJ.17,LinJ.16,87.5,40,58,96,64599,64561,8.45e-05,45.4,146,688184
Seq_205_LinJ.17,LinJ.11,79.71,69,1,68,189502,189566,8.45e-05,45.4,146,568611
Seq_205_LinJ.17,LinJ.36,75.49,102,35,131,1925049,1925149,8.45e-05,45.4,146,2743073
Seq_205_LinJ.17,LinJ.08,79.688,64,76,139,376733,376671,8.45e-05,45.4,146,515747
Seq_205_LinJ.17,LinJ.26,78.205,78,58,130,234820,234746,0.000304,43.6,146,1055293
Seq_205_LinJ.17,LinJ.26,78.205,78,58,130,210635,210561,0.000304,43.6,146,1055293
Seq_205_LinJ.17,LinJ.26,78.205,78,58,130,228642,228716,0.000304,43.6,146,1055293
Seq_205_LinJ.17,LinJ.26,78.205,78,58,130,169335,169261,0.000304,43.6,146,1055293
Seq_205_LinJ.17,LinJ.32,76.744,86,51,136,722632,722552,0.000304,43.6,146,1544760
Seq_205_LinJ.17,LinJ.24,76.829,82,58,138,663342,663265,0.001,41.7,146,863815
Seq_205_LinJ.17,LinJ.35,79.167,72,3,70,492097,492031,0.001,41.7,146,2019672
Seq_205_LinJ.17,LinJ.32,78.689,61,76,136,730833,730773,0.001,41.7,146,1544760
Seq_205_LinJ.17,LinJ.32,78.689,61,76,136,752064,752004,0.001,41.7,146,1544760
Seq_205_LinJ.17,LinJ.11,78.873,71,1,68,178333,178398,0.001,41.7,146,568611
Seq_205_LinJ.17,LinJ.26,77.778,81,56,130,271244,271167,0.001,41.7,146,1055293
Seq_205_LinJ.17,LinJ.30,75.862,87,1,84,1008031,1007945,0.001,41.7,146,1353302
Seq_205_LinJ.17,LinJ.30,75.862,87,1,84,1026063,1025977,0.001,41.7,146,1353302
Seq_205_LinJ.17,LinJ.11,78.571,70,1,68,193379,193444,0.001,41.7,146,568611
Seq_205_LinJ.17,LinJ.11,78.571,70,1,68,204642,204577,0.001,41.7,146,568611
Seq_205_LinJ.17,LinJ.29,76.923,78,59,135,529952,530026,0.001,41.7,146,1272419
Seq_205_LinJ.17,LinJ.32,78.689,61,76,136,748916,748856,0.001,41.7,146,1544760
Seq_205_LinJ.17,LinJ.34,76.19,84,46,129,1745429,1745350,0.001,41.7,146,1852095
Seq_205_LinJ.17,LinJ.22,76.923,78,60,135,425914,425990,0.001,41.7,146,782154
Seq_205_LinJ.17,LinJ.36,79.661,59,73,130,1112914,1112856,0.001,41.7,146,2743073
Seq_205_LinJ.17,LinJ.36,79.661,59,73,130,1064009,1063951,0.001,41.7,146,2743073
Seq_205_LinJ.17,LinJ.23,79.032,62,73,131,750968,750907,0.004,39.9,146,786683
Seq_205_LinJ.17,LinJ.19,78.788,66,1,65,139635,139696,0.004,39.9,146,706124
Seq_205_LinJ.17,LinJ.30,86.486,37,103,138,867572,867537,0.004,39.9,146,1353302
Seq_205_LinJ.17,LinJ.31,74.074,108,24,131,599059,598958,0.004,39.9,146,1529246
Seq_205_LinJ.17,LinJ.23,76.923,78,57,131,702811,702886,0.004,39.9,146,786683
Seq_205_LinJ.17,LinJ.23,79.032,62,73,131,735883,735822,0.004,39.9,146,786683
Seq_205_LinJ.17,LinJ.18,77.273,66,73,137,553410,553474,0.014,38.1,146,720431
