qseqid,sseqid,pident,length,qstart,qend,sstart,send,evalue,bitscore,qlen,slen
Seq_340_LinJ.28,LinJ.28,100.0,686,1,686,532764,533449,0.0,1267.0,686,1205031
Seq_340_LinJ.28,LinJ.22,75.391,256,1,243,656596,656344,1.5899999999999998e-23,110.0,686,782154
Seq_340_LinJ.28,LinJ.22,75.304,247,10,243,592637,592880,7.4e-22,104.0,686,782154
Seq_340_LinJ.28,LinJ.36,72.178,381,10,372,985140,985512,1.6e-18,93.5,686,2743073
Seq_340_LinJ.28,LinJ.36,74.439,223,125,341,1031276,1031060,2.68e-16,86.1,686,2743073
Seq_340_LinJ.28,LinJ.14,80.583,103,269,371,430402,430503,4.49e-14,78.7,686,656132
Seq_340_LinJ.28,LinJ.22,78.704,108,144,251,263136,263029,2.09e-12,73.1,686,782154
Seq_340_LinJ.28,LinJ.22,79.048,105,144,248,398806,398910,2.09e-12,73.1,686,782154
Seq_340_LinJ.28,LinJ.22,78.704,108,144,251,311606,311499,2.09e-12,73.1,686,782154
Seq_340_LinJ.28,LinJ.22,78.704,108,144,251,303538,303431,2.09e-12,73.1,686,782154
Seq_340_LinJ.28,LinJ.22,78.704,108,144,251,319050,318943,2.09e-12,73.1,686,782154
Seq_340_LinJ.28,LinJ.36,76.984,126,243,366,1210617,1210741,2.7e-11,69.4,686,2743073
Seq_340_LinJ.28,LinJ.15,72.973,222,125,342,518208,517995,9.71e-11,67.6,686,650324
Seq_340_LinJ.28,LinJ.33,91.489,47,52,98,837550,837504,3.49e-10,65.8,686,1532318
Seq_340_LinJ.28,LinJ.22,78.095,105,10,112,303683,303581,1.26e-09,63.9,686,782154
Seq_340_LinJ.28,LinJ.25,76.991,113,125,237,402150,402261,1.26e-09,63.9,686,895083
Seq_340_LinJ.28,LinJ.22,78.095,105,10,112,319195,319093,1.26e-09,63.9,686,782154
Seq_340_LinJ.28,LinJ.22,78.095,105,10,112,311751,311649,1.26e-09,63.9,686,782154
Seq_340_LinJ.28,LinJ.25,76.991,113,125,237,440671,440560,1.26e-09,63.9,686,895083
Seq_340_LinJ.28,LinJ.25,76.271,118,127,243,278155,278271,4.52e-09,62.1,686,895083
Seq_340_LinJ.28,LinJ.29,77.57,107,3,106,634584,634688,1.62e-08,60.2,686,1272419
Seq_340_LinJ.28,LinJ.18,73.529,204,10,197,237706,237906,1.62e-08,60.2,686,720431
Seq_340_LinJ.28,LinJ.12,73.184,179,141,317,307776,307948,5.84e-08,58.4,686,593475
Seq_340_LinJ.28,LinJ.09,100.0,31,10,40,560735,560705,5.84e-08,58.4,686,581924
Seq_340_LinJ.28,LinJ.18,78.889,90,11,98,39961,40048,5.84e-08,58.4,686,720431
Seq_340_LinJ.28,LinJ.20,79.07,86,263,348,682032,681949,5.84e-08,58.4,686,731244
Seq_340_LinJ.28,LinJ.20,79.07,86,263,348,712615,712532,5.84e-08,58.4,686,731244
Seq_340_LinJ.28,LinJ.22,77.143,105,10,112,398661,398763,5.84e-08,58.4,686,782154
Seq_340_LinJ.28,LinJ.26,75.424,118,134,251,597858,597741,5.84e-08,58.4,686,1055293
Seq_340_LinJ.28,LinJ.36,82.353,68,277,344,814448,814382,5.84e-08,58.4,686,2743073
Seq_340_LinJ.28,LinJ.18,78.889,90,11,98,64567,64480,5.84e-08,58.4,686,720431
Seq_340_LinJ.28,LinJ.16,72.247,227,10,223,171740,171517,2.1e-07,56.5,686,688184
Seq_340_LinJ.28,LinJ.36,76.923,104,10,112,1050132,1050233,2.1e-07,56.5,686,2743073
Seq_340_LinJ.28,LinJ.17,81.081,74,128,197,201494,201422,7.56e-07,54.7,686,690898
Seq_340_LinJ.28,LinJ.35,76.471,102,271,372,296352,296452,7.56e-07,54.7,686,2019672
Seq_340_LinJ.28,LinJ.36,83.607,61,53,112,814683,814626,7.56e-07,54.7,686,2743073
Seq_340_LinJ.28,LinJ.31,77.32,97,125,219,1392626,1392532,7.56e-07,54.7,686,1529246
Seq_340_LinJ.28,LinJ.36,79.487,78,27,102,1602336,1602411,2.72e-06,52.8,686,2743073
Seq_340_LinJ.28,LinJ.35,75.214,117,125,237,763147,763262,9.78e-06,51.0,686,2019672
Seq_340_LinJ.28,LinJ.17,82.258,62,52,112,672232,672291,9.78e-06,51.0,686,690898
Seq_340_LinJ.28,LinJ.35,74.797,123,125,243,788592,788471,9.78e-06,51.0,686,2019672
Seq_340_LinJ.28,LinJ.33,75.962,104,11,112,538479,538579,3.52e-05,49.1,686,1532318
Seq_340_LinJ.28,LinJ.36,80.303,66,125,189,1050257,1050321,3.52e-05,49.1,686,2743073
Seq_340_LinJ.28,LinJ.33,75.962,104,11,112,490340,490440,3.52e-05,49.1,686,1532318
Seq_340_LinJ.28,LinJ.17,75.962,104,128,227,672318,672420,3.52e-05,49.1,686,690898
Seq_340_LinJ.28,LinJ.14,75.472,106,243,346,551876,551980,3.52e-05,49.1,686,656132
Seq_340_LinJ.28,LinJ.25,75.248,101,148,248,873842,873942,3.52e-05,49.1,686,895083
Seq_340_LinJ.28,LinJ.35,87.805,41,128,168,1170023,1169983,3.52e-05,49.1,686,2019672
Seq_340_LinJ.28,LinJ.15,79.104,67,125,191,534197,534131,0.000127,47.3,686,650324
Seq_340_LinJ.28,LinJ.31,81.818,55,77,131,631840,631786,0.000127,47.3,686,1529246
Seq_340_LinJ.28,LinJ.19,81.667,60,55,113,413767,413824,0.000127,47.3,686,706124
Seq_340_LinJ.28,LinJ.29,82.143,56,18,71,1072094,1072039,0.000127,47.3,686,1272419
Seq_340_LinJ.28,LinJ.35,81.356,59,53,110,1663014,1663071,0.000127,47.3,686,2019672
Seq_340_LinJ.28,LinJ.28,75.962,104,11,110,110652,110752,0.000127,47.3,686,1205031
Seq_340_LinJ.28,LinJ.27,80.303,66,55,116,814791,814726,0.000127,47.3,686,1175412
Seq_340_LinJ.28,LinJ.19,81.667,60,55,113,406474,406531,0.000127,47.3,686,706124
