qseqid,sseqid,pident,length,qstart,qend,sstart,send,evalue,bitscore,qlen,slen
Seq_378_LinJ.29,LinJ.29,100.0,576,1,576,746942,747517,0.0,1064.0,576,1272419
Seq_378_LinJ.29,LinJ.29,81.752,137,18,153,676508,676372,1.03e-24,113.0,576,1272419
Seq_378_LinJ.29,LinJ.29,83.333,120,18,136,698562,698681,1.3299999999999998e-23,110.0,576,1272419
Seq_378_LinJ.29,LinJ.29,83.784,111,18,127,692101,692211,6.17e-22,104.0,576,1272419
Seq_378_LinJ.29,LinJ.29,100.0,55,1,55,716239,716293,2.2200000000000002e-21,102.0,576,1272419
Seq_378_LinJ.29,LinJ.36,76.8,125,1,120,1063956,1064078,1.05e-09,63.9,576,2743073
Seq_378_LinJ.29,LinJ.36,76.8,125,1,120,1112861,1112983,1.05e-09,63.9,576,2743073
Seq_378_LinJ.29,LinJ.35,85.075,67,17,81,648350,648412,1.05e-09,63.9,576,2019672
Seq_378_LinJ.29,LinJ.23,74.839,155,1,149,585110,584960,3.77e-09,62.1,576,786683
Seq_378_LinJ.29,LinJ.21,76.471,119,7,123,728115,728001,1.35e-08,60.2,576,764861
Seq_378_LinJ.29,LinJ.27,79.381,97,1,91,580575,580668,1.35e-08,60.2,576,1175412
Seq_378_LinJ.29,LinJ.21,76.23,122,1,120,715282,715399,1.35e-08,60.2,576,764861
Seq_378_LinJ.29,LinJ.35,83.582,67,17,81,654584,654646,4.87e-08,58.4,576,2019672
Seq_378_LinJ.29,LinJ.35,83.582,67,17,81,633216,633278,4.87e-08,58.4,576,2019672
Seq_378_LinJ.29,LinJ.35,83.582,67,17,81,602838,602900,4.87e-08,58.4,576,2019672
Seq_378_LinJ.29,LinJ.17,75.806,124,14,136,391114,390995,4.87e-08,58.4,576,690898
Seq_378_LinJ.29,LinJ.35,83.582,67,17,81,679895,679833,4.87e-08,58.4,576,2019672
Seq_378_LinJ.29,LinJ.35,83.582,67,17,81,668584,668522,4.87e-08,58.4,576,2019672
Seq_378_LinJ.29,LinJ.18,79.518,83,17,96,267027,266946,1.75e-07,56.5,576,720431
Seq_378_LinJ.29,LinJ.18,79.07,86,14,96,147103,147187,1.75e-07,56.5,576,720431
Seq_378_LinJ.29,LinJ.23,78.495,93,1,90,561266,561355,1.75e-07,56.5,576,786683
Seq_378_LinJ.29,LinJ.23,76.316,114,1,111,556261,556151,1.75e-07,56.5,576,786683
Seq_378_LinJ.29,LinJ.18,79.07,86,14,96,69167,69251,1.75e-07,56.5,576,720431
Seq_378_LinJ.29,LinJ.18,79.07,86,14,96,96211,96295,1.75e-07,56.5,576,720431
Seq_378_LinJ.29,LinJ.18,79.518,83,17,96,115474,115393,1.75e-07,56.5,576,720431
Seq_378_LinJ.29,LinJ.23,78.495,93,1,90,570802,570713,1.75e-07,56.5,576,786683
Seq_378_LinJ.29,LinJ.18,79.07,86,14,96,56387,56471,1.75e-07,56.5,576,720431
Seq_378_LinJ.29,LinJ.23,78.495,93,1,90,580459,580548,1.75e-07,56.5,576,786683
Seq_378_LinJ.29,LinJ.23,78.495,93,1,90,574522,574433,1.75e-07,56.5,576,786683
Seq_378_LinJ.29,LinJ.23,78.495,93,1,90,545857,545946,1.75e-07,56.5,576,786683
Seq_378_LinJ.29,LinJ.23,78.495,93,1,90,549373,549462,1.75e-07,56.5,576,786683
Seq_378_LinJ.29,LinJ.29,78.889,90,14,100,1113315,1113231,6.3e-07,54.7,576,1272419
Seq_378_LinJ.29,LinJ.29,78.889,90,14,100,1106802,1106718,6.3e-07,54.7,576,1272419
Seq_378_LinJ.29,LinJ.29,78.889,90,8,93,1048486,1048572,6.3e-07,54.7,576,1272419
Seq_378_LinJ.29,LinJ.10,82.353,68,17,82,34903,34840,6.3e-07,54.7,576,588579
Seq_378_LinJ.29,LinJ.08,86.0,50,1,50,403896,403945,6.3e-07,54.7,576,515747
Seq_378_LinJ.29,LinJ.27,76.786,112,1,106,589537,589429,6.3e-07,54.7,576,1175412
Seq_378_LinJ.29,LinJ.29,78.889,90,14,100,1110707,1110623,6.3e-07,54.7,576,1272419
Seq_378_LinJ.29,LinJ.29,79.07,86,8,90,1104270,1104352,6.3e-07,54.7,576,1272419
Seq_378_LinJ.29,LinJ.29,75.373,134,8,135,1066454,1066582,6.3e-07,54.7,576,1272419
Seq_378_LinJ.29,LinJ.29,79.07,86,8,90,1083363,1083445,6.3e-07,54.7,576,1272419
Seq_378_LinJ.29,LinJ.29,79.07,86,8,90,1077785,1077867,6.3e-07,54.7,576,1272419
Seq_378_LinJ.29,LinJ.36,81.25,64,60,123,1051388,1051325,2.27e-06,52.8,576,2743073
Seq_378_LinJ.29,LinJ.26,88.372,43,14,56,689321,689281,8.15e-06,51.0,576,1055293
Seq_378_LinJ.29,LinJ.26,88.372,43,14,56,659057,659017,8.15e-06,51.0,576,1055293
Seq_378_LinJ.29,LinJ.26,88.372,43,14,56,683327,683287,8.15e-06,51.0,576,1055293
Seq_378_LinJ.29,LinJ.26,88.372,43,14,56,704875,704835,8.15e-06,51.0,576,1055293
Seq_378_LinJ.29,LinJ.17,75.926,108,14,120,322298,322195,8.15e-06,51.0,576,690898
Seq_378_LinJ.29,LinJ.23,77.419,93,1,90,503469,503558,8.15e-06,51.0,576,786683
Seq_378_LinJ.29,LinJ.07,83.636,55,1,54,246660,246714,8.15e-06,51.0,576,592866
Seq_378_LinJ.29,LinJ.18,79.452,73,19,88,546085,546014,2.93e-05,49.1,576,720431
Seq_378_LinJ.29,LinJ.08,84.0,50,1,50,487571,487522,2.93e-05,49.1,576,515747
Seq_378_LinJ.29,LinJ.08,84.0,50,1,50,514233,514184,2.93e-05,49.1,576,515747
Seq_378_LinJ.29,LinJ.24,78.409,88,77,157,537519,537604,2.93e-05,49.1,576,863815
Seq_378_LinJ.29,LinJ.23,76.842,95,1,91,253189,253281,2.93e-05,49.1,576,786683
Seq_378_LinJ.29,LinJ.18,79.452,73,19,88,555223,555152,2.93e-05,49.1,576,720431
Seq_378_LinJ.29,LinJ.18,79.452,73,19,88,553444,553373,2.93e-05,49.1,576,720431
Seq_378_LinJ.29,LinJ.08,84.0,50,1,50,491287,491238,2.93e-05,49.1,576,515747
Seq_378_LinJ.29,LinJ.08,84.0,50,1,50,503342,503293,2.93e-05,49.1,576,515747
Seq_378_LinJ.29,LinJ.23,79.747,79,15,88,443727,443800,2.93e-05,49.1,576,786683
Seq_378_LinJ.29,LinJ.28,78.667,75,14,88,849657,849586,0.000105,47.3,576,1205031
Seq_378_LinJ.29,LinJ.28,78.667,75,14,88,855435,855506,0.000105,47.3,576,1205031
Seq_378_LinJ.29,LinJ.35,77.381,84,60,143,248795,248715,0.000105,47.3,576,2019672
Seq_378_LinJ.29,LinJ.11,75.728,103,13,111,124967,125068,0.000105,47.3,576,568611
Seq_378_LinJ.29,LinJ.28,78.667,75,14,88,895729,895658,0.000105,47.3,576,1205031
